100,"t","2016 Organic Survey: Released September 20, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
100,"t","Table 13.  Certified Organic Field Crops and Hay Harvested and Value of Sales:  2016"
100,"t","[For meaning of abbreviations and symbols, see introductory text.]"
100,"h","","","","","","",""
100,"h","","Harvested","Harvested","Harvested","Value of sales","Value of sales","Value of sales"
100,"h","","","","","","",""
100,"h","Crop and geographic area","Farms","Acres","Quantity","Farms","Quantity","Dollars"
100,"h","","","","","","",""
100,"d","ALL FIELD CROPS",,,,,,
100,"d","",,,,,,
100,"d","United States",7403,1684047,"(X)",5077,"(X)",762613158
100,"d","",,,,,,
100,"d","Alabama",2,"(D)","(X)",-,"(X)",-
100,"d","Arizona",8,5101,"(X)",6,"(X)",4479623
100,"d","Arkansas",14,1893,"(X)",10,"(X)",899760
100,"d","California",291,88273,"(X)",238,"(X)",64097209
100,"d","Colorado",98,78976,"(X)",89,"(X)",25032503
100,"d","",,,,,,
100,"d","Connecticut",9,"(D)","(X)",5,"(X)",18750
100,"d","Delaware",1,"(D)","(X)",1,"(X)","(D)"
100,"d","Florida",10,"(D)","(X)",8,"(X)","(D)"
100,"d","Georgia",12,900,"(X)",9,"(X)",338111
100,"d","Hawaii",13,420,"(X)",13,"(X)",994000
100,"d","",,,,,,
100,"d","Idaho",139,93820,"(X)",119,"(X)",37637125
100,"d","Illinois",157,31210,"(X)",141,"(X)",23783237
100,"d","Indiana",369,26987,"(X)",176,"(X)",8537811
100,"d","Iowa",560,80180,"(X)",489,"(X)",51066422
100,"d","Kansas",76,37580,"(X)",76,"(X)",17996563
100,"d","",,,,,,
100,"d","Kentucky",69,5152,"(X)",52,"(X)",2813399
100,"d","Louisiana",18,1922,"(X)",4,"(X)",190320
100,"d","Maine",160,17042,"(X)",83,"(X)",1810486
100,"d","Maryland",61,8128,"(X)",47,"(X)",3452034
100,"d","Massachusetts",32,2099,"(X)",20,"(X)",91191
100,"d","",,,,,,
100,"d","Michigan",280,52639,"(X)",209,"(X)",32436209
100,"d","Minnesota",463,96178,"(X)",376,"(X)",44891295
100,"d","Mississippi",7,3716,"(X)",3,"(X)",2281389
100,"d","Missouri",181,24002,"(X)",150,"(X)",12419846
100,"d","Montana",117,122416,"(X)",112,"(X)",37256713
100,"d","",,,,,,
100,"d","Nebraska",146,53515,"(X)",143,"(X)","(D)"
100,"d","Nevada",16,9377,"(X)",14,"(X)",8216802
100,"d","New Hampshire",31,2238,"(X)",18,"(X)",154294
100,"d","New Jersey",7,91,"(X)",5,"(X)","(D)"
100,"d","New Mexico",30,14950,"(X)",28,"(X)",5761932
100,"d","",,,,,,
100,"d","New York",779,142176,"(X)",340,"(X)",22091369
100,"d","North Carolina",162,15843,"(X)",154,"(X)",43979140
100,"d","North Dakota",108,61723,"(X)",102,"(X)",20411635
100,"d","Ohio",468,45740,"(X)",283,"(X)",16412867
100,"d","Oklahoma",13,7032,"(X)",12,"(X)",2030942
100,"d","",,,,,,
100,"d","Oregon",162,74837,"(X)",128,"(X)",51636033
100,"d","Pennsylvania",483,55325,"(X)",234,"(X)",16415709
100,"d","Rhode Island",1,"(D)","(X)",1,"(X)","(D)"
100,"d","South Carolina",18,684,"(X)",17,"(X)",2660656
100,"d","South Dakota",76,42556,"(X)",69,"(X)",13276856
100,"d","",,,,,,
100,"d","Tennessee",17,2079,"(X)",14,"(X)",1745997
100,"d","Texas",143,82923,"(X)",134,"(X)",51755891
100,"d","Utah",34,40589,"(X)",31,"(X)",11334292
100,"d","Vermont",235,44675,"(X)",94,"(X)",3991298
100,"d","Virginia",92,11472,"(X)",78,"(X)",21516436
100,"d","",,,,,,
100,"d","Washington",158,20703,"(X)",113,"(X)",20841955
100,"d","West Virginia",4,"(D)","(X)",1,"(X)","(D)"
100,"d","Wisconsin",1029,128772,"(X)",587,"(X)",24782529
100,"d","Wyoming",44,40771,"(X)",41,"(X)","(D)"
100,"d","",,,,,,
100,"d","BARLEY FOR GRAIN OR",,,,,,
100,"d"," SEED (BUSHELS)",,,,,,
100,"d","",,,,,,
100,"d","United States",510,51254,2717771,314,1937653,16865872
100,"d","",,,,,,
100,"d","Arizona",2,"(D)","(D)",2,"(D)","(D)"
100,"d","California",10,782,33295,8,30939,247301
100,"d","Colorado",6,1160,83136,5,59645,502552
100,"d","Idaho",50,14544,857747,38,539162,4728175
100,"d","Illinois",6,69,2229,3,940,8480
100,"d","Indiana",19,261,11504,6,3166,27410
100,"c",""
100,"c","--continued"
