77,"t","2011 Certified Organic Production Survey: Released October 4, 2012, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
77,"t","Table 6.  Organic Field Crops Harvested and Value of Sales from Certified Organic Farms - United States and States:  2011"
77,"h","","","","","","",""
77,"h","","","","","Sales","Sales","Sales"
77,"h","","","","","","",""
77,"h","","Harvested","Harvested","Harvested","Total  gross value of sales","Total  gross value of sales","Total  gross value of sales"
77,"h","","","","","","",""
77,"h","Crop and geographic area","Farms","Acres","Production","Farms","Quantity","Dollars"
77,"h","","","","","","",""
77,"d","ALL FIELD CROPS",,,,,,
77,"d","",,,,,,
77,"d","United States",4920,1288637,"(X)",3187,"(X)",464884421
77,"d","",,,,,,
77,"d","Alabama",1,"(D)","(X)",-,"(X)",-
77,"d","Arizona",7,3039,"(X)",7,"(X)",5179209
77,"d","Arkansas",5,"(D)","(X)",4,"(X)","(D)"
77,"d","California",246,91230,"(X)",184,"(X)",56111219
77,"d","Colorado",67,35131,"(X)",62,"(X)",13210739
77,"d","",,,,,,
77,"d","Connecticut",3,54,"(X)",3,"(X)",15741
77,"d","Delaware",2,"(D)","(X)",2,"(X)","(D)"
77,"d","Florida",2,"(D)","(X)",2,"(X)","(D)"
77,"d","Georgia",6,456,"(X)",6,"(X)",151993
77,"d","Hawaii",4,"(D)","(X)",4,"(X)","(D)"
77,"d","",,,,,,
77,"d","Idaho",116,78142,"(X)",95,"(X)",20561547
77,"d","Illinois",98,24350,"(X)",89,"(X)",18565107
77,"d","Indiana",126,8554,"(X)",51,"(X)",1472986
77,"d","Iowa",417,61259,"(X)",312,"(X)",28455869
77,"d","Kansas",60,28520,"(X)",56,"(X)",9983853
77,"d","",,,,,,
77,"d","Kentucky",21,689,"(X)",18,"(X)",232421
77,"d","Louisiana",7,962,"(X)",4,"(X)",47039
77,"d","Maine",93,13260,"(X)",41,"(X)",1162582
77,"d","Maryland",44,5902,"(X)",36,"(X)","(D)"
77,"d","Massachusetts",9,"(D)","(X)",4,"(X)",46175
77,"d","",,,,,,
77,"d","Michigan",160,51421,"(X)",116,"(X)",35906331
77,"d","Minnesota",374,86493,"(X)",251,"(X)",28010898
77,"d","Mississippi",1,"(D)","(X)",-,"(X)",-
77,"d","Missouri",78,13370,"(X)",74,"(X)",6035757
77,"d","Montana",87,84700,"(X)",78,"(X)",23445408
77,"d","",,,,,,
77,"d","Nebraska",118,"(D)","(X)",112,"(X)",25609116
77,"d","Nevada",14,5988,"(X)",12,"(X)",1501824
77,"d","New Hampshire",27,2193,"(X)",14,"(X)",186728
77,"d","New Jersey",13,183,"(X)",1,"(X)","(D)"
77,"d","New Mexico",25,5902,"(X)",19,"(X)","(D)"
77,"d","",,,,,,
77,"d","New York",428,97223,"(X)",260,"(X)",22053131
77,"d","North Carolina",50,4711,"(X)",48,"(X)",5687648
77,"d","North Dakota",103,71366,"(X)",97,"(X)",16340301
77,"d","Ohio",276,34303,"(X)",150,"(X)",11003691
77,"d","Oklahoma",13,4664,"(X)",6,"(X)",230106
77,"d","",,,,,,
77,"d","Oregon",133,48102,"(X)",102,"(X)",31579737
77,"d","Pennsylvania",332,40689,"(X)",129,"(X)",5080650
77,"d","Rhode Island",1,"(D)","(X)",1,"(X)","(D)"
77,"d","South Carolina",3,"(D)","(X)",3,"(X)",85069
77,"d","South Dakota",73,34267,"(X)",56,"(X)",8130067
77,"d","",,,,,,
77,"d","Tennessee",5,681,"(X)",4,"(X)",260021
77,"d","Texas",58,24018,"(X)",57,"(X)",14380977
77,"d","Utah",28,"(D)","(X)",26,"(X)",8567988
77,"d","Vermont",235,45975,"(X)",87,"(X)",3171090
77,"d","Virginia",40,4548,"(X)",31,"(X)","(D)"
77,"d","",,,,,,
77,"d","Washington",133,23109,"(X)",95,"(X)","(D)"
77,"d","West Virginia",1,"(D)","(X)",-,"(X)",-
77,"d","Wisconsin",735,110253,"(X)",341,"(X)",15843362
77,"d","Wyoming",42,39871,"(X)",37,"(X)","(D)"
77,"c",""
77,"c","See footnote(s) at end of table.","--continued"
