Pesticide Name,Commodity,Number of Samples Analyzed,Number of Samples with Detects,Pct of Samples with Detects,Min Detect,Max Detect,LOD Range,pp_,EPA Tolerance (ppm)
"Diazinon","Cranberries, Frozen","25","0"," "," "," ","0.005","M","0.50"
"Diazinon","Cucumbers","754","5","0.7","0.0021","0.022","0.002","M","0.75"
"Diazinon","Grapefruit","704","0"," "," "," ","0.0012 - 0.005","M","NT"
"Diazinon","Grapes","708","0"," "," "," ","0.001","M","0.75"
"Diazinon","Green Beans","567","0"," "," "," ","0.001","M","0.50"
"Diazinon","Lettuce","756","0"," "," "," ","0.005","M","0.70"
"Diazinon","Milk","708","0"," "," "," ","0.0012","M","NT"
"Diazinon","Olives, Canned","189","0"," "," "," ","0.0012","M","NT"
"Diazinon","Oranges","708","0"," "," "," ","0.002","M","NT"
"Diazinon","Pears","707","2","0.3","0.0017","0.0017","0.001","M","0.50"
"Diazinon","Potatoes","708","0"," "," "," ","0.001","M","0.10"
"Diazinon","Spinach","707","0"," "," "," ","0.001 - 0.01","M","0.70"
"Diazinon","Strawberries","530","1","0.2","0.0016","0.0016","0.0012","M","0.50"
"Diazinon","Sweet Potatoes","532","0"," "," "," ","0.01","M","0.10"
"Diazinon","Tomatoes","528","0"," "," "," ","0.001","M","0.75"
"Diazinon","Tomatoes, Canned","189","0"," "," "," ","0.001","M","0.75"
"Diazinon oxygen analog","Cherries","30","0"," "," "," ","0.0077","M","0.20"
"Diazinon oxygen analog","Cherries, Frozen","144","0"," "," "," ","0.0077","M","0.20"
"Diazinon oxygen analog","Cranberries","108","0"," "," "," ","0.005","M","0.50"
"Diazinon oxygen analog","Cranberries, Frozen","12","0"," "," "," ","0.005","M","0.50"
"Diazinon oxygen analog","Cucumbers","754","0"," "," "," ","0.001","M","0.75"
"Diazinon oxygen analog","Grapefruit","704","0"," "," "," ","0.0012 - 0.005","M","NT"
"Diazinon oxygen analog","Grapes","708","0"," "," "," ","0.001","M","0.75"
"Diazinon oxygen analog","Green Beans","567","0"," "," "," ","0.001","M","0.50"
"Diazinon oxygen analog","Milk","708","0"," "," "," ","0.0012","M","NT"
"Diazinon oxygen analog","Olives, Canned","189","0"," "," "," ","0.0012","M","NT"
"Diazinon oxygen analog","Oranges","708","0"," "," "," ","0.001","M","NT"
"Diazinon oxygen analog","Pears","707","0"," "," "," ","0.001","M","0.50"
"Diazinon oxygen analog","Potatoes","708","0"," "," "," ","0.001","M","0.10"
"Diazinon oxygen analog","Spinach","707","0"," "," "," ","0.001 - 0.01","M","0.70"
"Diazinon oxygen analog","Strawberries","530","0"," "," "," ","0.0012","M","0.50"
"Diazinon oxygen analog","Sweet Potatoes","532","0"," "," "," ","0.01","M","0.10"
"Diazinon oxygen analog","Tomatoes","528","0"," "," "," ","0.001","M","0.75"
"Diazinon oxygen analog","Tomatoes, Canned","189","0"," "," "," ","0.001","M","0.75"
"Dicamba","Grapefruit","268","0"," "," "," ","0.25","M","NT"
"Dicamba","Milk","531","0"," "," "," ","0.25","M","0.2"
"Dicamba","Strawberries","530","0"," "," "," ","0.25","M","NT"
"Dichlobenil","Apple Sauce","190","0"," "," "," ","0.01","M","0.5"
"Dichlobenil","Apples","531","0"," "," "," ","0.01","M","0.5"
"Dichlobenil","Cherries","30","0"," "," "," ","0.0069","M","0.15"
"Dichlobenil","Cherries, Frozen","144","0"," "," "," ","0.0069","M","0.15"
"Dichlobenil","Cranberries","156","0"," "," "," ","0.002","M","0.15"
"Dichlobenil","Cranberries, Frozen","25","0"," "," "," ","0.002","M","0.15"
"Dichlobenil","Cucumbers","754","0"," "," "," ","0.005","M","NT"
"Dichlobenil","Grapefruit","358","0"," "," "," ","0.0012","M","NT"
"Dichlobenil","Grapes","708","0"," "," "," ","0.001","M","0.15"
"Dichlobenil","Lettuce","756","0"," "," "," ","0.01","M","NT"
"Dichlobenil","Milk","708","0"," "," "," ","0.0012","M","NT"
"Dichlobenil","Olives, Canned","189","0"," "," "," ","0.0012","M","NT"
"Dichlobenil","Oranges","708","0"," "," "," ","0.005","M","NT"
"Dichlobenil","Pears","707","0"," "," "," ","0.001","M","0.5"
"Dichlobenil","Potatoes","708","0"," "," "," ","0.0022","M","NT"
"Dichlobenil","Spinach","707","0"," "," "," ","0.0022 - 0.01","M","NT"
"Dichlobenil","Strawberries","530","0"," "," "," ","0.0012","M","NT"
"Dichlobenil","Sweet Potatoes","532","0"," "," "," ","0.01","M","NT"
"Dichlobenil","Tomatoes","528","0"," "," "," ","0.0022","M","NT"
"Dichlobenil","Tomatoes, Canned","189","0"," "," "," ","0.0022","M","NT"
"Dichlofluanid","Cherries","30","0"," "," "," ","0.17","M","NT"
"Dichlofluanid","Cherries, Frozen","144","0"," "," "," ","0.17","M","NT"
"Dichlormid","Cranberries","156","0"," "," "," ","0.005","M","NT"
"Dichlormid","Cranberries, Frozen","25","0"," "," "," ","0.005","M","NT"
"Dichlormid","Grapefruit","704","0"," "," "," ","0.005 - 0.02","M","NT"
"Dichlormid","Milk","708","0"," "," "," ","0.02","M","NT"
"Dichlormid","Olives, Canned","189","0"," "," "," ","0.02","M","NT"
"Dichlormid","Strawberries","530","0"," "," "," ","0.02","M","NT"
"Dichlorprop","Grapefruit","358","0"," "," "," ","0.05","M","NT"
"Dichlorprop","Milk","708","0"," "," "," ","0.05","M","NT"
"Dichlorprop","Olives, Canned","189","0"," "," "," ","0.05","M","NT"
"Dichlorprop","Strawberries","530","0"," "," "," ","0.05","M","NT"
"Dichlorvos (DDVP)","Apple Sauce","190","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Apples","531","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Cherries","30","0"," "," "," ","0.005","M","0.5"
"Dichlorvos (DDVP)","Cherries, Frozen","144","0"," "," "," ","0.005","M","0.5"
"Dichlorvos (DDVP)","Cranberries","156","0"," "," "," ","0.005","M","0.5"
"Dichlorvos (DDVP)","Cranberries, Frozen","25","0"," "," "," ","0.005","M","0.5"
"Dichlorvos (DDVP)","Cucumbers","754","1","0.1","0.033","0.033","0.01","M","0.5"
"Dichlorvos (DDVP)","Eggs","294","0"," "," "," ","0.04","M","0.5"
"Dichlorvos (DDVP)","Grapefruit","704","0"," "," "," ","0.005 - 0.02","M","3"
"Dichlorvos (DDVP)","Grapes","708","0"," "," "," ","0.05","M","0.5"
"Dichlorvos (DDVP)","Green Beans","567","0"," "," "," ","0.06","M","0.5"
"Dichlorvos (DDVP)","Lettuce","756","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Milk","708","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Olives, Canned","189","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Oranges","708","0"," "," "," ","0.01","M","3"
"Dichlorvos (DDVP)","Pears","707","0"," "," "," ","0.05","M","0.5"
"Dichlorvos (DDVP)","Potatoes","708","0"," "," "," ","0.003","M","0.5"
"Dichlorvos (DDVP)","Spinach","707","0"," "," "," ","0.003 - 0.005","M","3"
"Dichlorvos (DDVP)","Strawberries","530","5","0.9","0.03","0.85","0.02","M","1"
"Dichlorvos (DDVP)","Sweet Potatoes","532","0"," "," "," ","0.005","M","0.5"
"Diclofop methyl","Apple Sauce","190","0"," "," "," ","0.001","M","NT"
"Diclofop methyl","Apples","531","0"," "," "," ","0.001","M","NT"
"Diclofop methyl","Lettuce","756","0"," "," "," ","0.001","M","NT"
"Dicloran","Apple Sauce","190","0"," "," "," ","0.016","M","NT"
"Dicloran","Apples","531","0"," "," "," ","0.016","M","NT"
"Dicloran","Cherries","30","0"," "," "," ","0.02","M","20"
"Dicloran","Cherries, Frozen","144","0"," "," "," ","0.02","M","20"
"Dicloran","Cranberries","156","0"," "," "," ","0.01","M","NT"
"Dicloran","Cranberries, Frozen","25","0"," "," "," ","0.01","M","NT"
"Dicloran","Cucumbers","754","7","0.9","0.0077","0.033","0.005","M","5"
"Dicloran","Grapefruit","704","0"," "," "," ","0.02 - 0.1","M","NT"
"Dicloran","Grapes","708","0"," "," "," ","0.015","M","10"
"Dicloran","Green Beans","567","38","6.7","0.011","15","0.01","M","20"
"Dicloran","Lettuce","756","1","0.1","0.034","0.034","0.016","M","10"
"Dicloran","Milk","708","0"," "," "," ","0.02","M","NT"
"Dicloran","Olives, Canned","189","0"," "," "," ","0.02","M","NT"
"Dicloran","Oranges","708","0"," "," "," ","0.005","M","NT"
"Dicloran","Potatoes","708","0"," "," "," ","0.0022","M","0.25"
"Dicloran","Spinach","707","3","0.4","0.0037","0.0037","0.0022 - 0.02","M","NT"
"Dicloran","Strawberries","530","0"," "," "," ","0.02","M","NT"
"Dicloran","Sweet Potatoes","532","148","27.8","0.026","3.5","0.02","M","10"
"Dicloran","Tomatoes","528","8","1.5","0.0037","0.072","0.0022","M","5"
"Dicloran","Tomatoes, Canned","189","0"," "," "," ","0.0022","M","5"
"Diclosulam","Grapefruit","358","0"," "," "," ","0.01","M","NT"
"Diclosulam","Milk","708","0"," "," "," ","0.01","M","NT"
"Diclosulam","Olives, Canned","189","0"," "," "," ","0.01","M","NT"
"Diclosulam","Strawberries","530","0"," "," "," ","0.01","M","NT"
"Dicofol o,p'","Cherries","30","0"," "," "," ","0.015","M","5.0"
"Dicofol o,p'","Cherries, Frozen","144","0"," "," "," ","0.015","M","5.0"
"Dicofol o,p'","Eggs","294","0"," "," "," ","0.04","M","0.05"
"Dicofol o,p'","Grapefruit","358","0"," "," "," ","0.005","M","6.0"
"Dicofol o,p'","Milk","708","0"," "," "," ","0.005","M","22.0"
"Dicofol o,p'","Olives, Canned","189","0"," "," "," ","0.005","M","NT"
"Dicofol o,p'","Potatoes","708","0"," "," "," ","0.0022","M","NT"
"Dicofol o,p'","Spinach","707","0"," "," "," ","0.0022 - 0.015","M","NT"
"Dicofol o,p'","Strawberries","530","1","0.2","0.0054","0.0054","0.005","M","10.0"
"Dicofol o,p'","Sweet Potatoes","532","0"," "," "," ","0.015","M","NT"
"Dicofol o,p'","Tomatoes","528","0"," "," "," ","0.0022","M","2.0"
"Dicofol o,p'","Tomatoes, Canned","189","0"," "," "," ","0.0022","M","2.0"
"Dicofol p,p'","Apple Sauce","190","0"," "," "," ","0.01","M","10.0"
"Dicofol p,p'","Apples","531","0"," "," "," ","0.01","M","10.0"
"Dicofol p,p'","Cherries","30","0"," "," "," ","0.024","M","5.0"
"Dicofol p,p'","Cherries, Frozen","144","0"," "," "," ","0.024","M","5.0"
"Dicofol p,p'","Cranberries","156","0"," "," "," ","0.005","M","NT"
"Dicofol p,p'","Cranberries, Frozen","25","0"," "," "," ","0.005","M","NT"
"Dicofol p,p'","Eggs","294","0"," "," "," ","0.04","M","0.05"
"Dicofol p,p'","Grapefruit","704","0"," "," "," ","0.005","M","6.0"
"Dicofol p,p'","Lettuce","756","0"," "," "," ","0.01","M","NT"
"Dicofol p,p'","Milk","708","0"," "," "," ","0.005","M","22.0"
"Dicofol p,p'","Olives, Canned","189","0"," "," "," ","0.005","M","NT"
"Dicofol p,p'","Potatoes","708","0"," "," "," ","0.001","M","NT"
"Dicofol p,p'","Spinach","707","0"," "," "," ","0.001 - 0.025","M","NT"
"Dicofol p,p'","Strawberries","530","1","0.2","0.037","0.037","0.005","M","10.0"
"Dicofol p,p'","Sweet Potatoes","532","0"," "," "," ","0.025","M","NT"
"Dicofol p,p'","Tomatoes","528","0"," "," "," ","0.001","M","2.0"
"Dicofol p,p'","Tomatoes, Canned","189","0"," "," "," ","0.001","M","2.0"
"Dicofol Total","Grapes","708","0"," "," "," ","0.002","M","5.0"
"Dicofol Total","Green Beans","567","0"," "," "," ","0.015","M","3.0"
"Dicofol Total","Pears","707","0"," "," "," ","0.002","M","10.0"
"Dicrotophos","Grapefruit","358","0"," "," "," ","0.0012","M","NT"
"Dicrotophos","Milk","708","0"," "," "," ","0.0012","M","NT"
"Dicrotophos","Olives, Canned","189","0"," "," "," ","0.0012","M","NT"
"Dicrotophos","Potatoes","708","0"," "," "," ","0.0015","M","NT"
"Dicrotophos","Spinach","358","0"," "," "," ","0.0015","M","NT"
"Dicrotophos","Strawberries","530","0"," "," "," ","0.0012","M","NT"
"Dicrotophos","Tomatoes","528","0"," "," "," ","0.0015","M","NT"
"Dicrotophos","Tomatoes, Canned","189","0"," "," "," ","0.0015","M","NT"
"Dieldrin","Apple Sauce","190","0"," "," "," ","0.01","M","0.03 AL"
"Dieldrin","Apples","531","0"," "," "," ","0.01","M","0.03 AL"
"Dieldrin","Cherries","30","0"," "," "," ","0.04","M","0.3 AL"
"Dieldrin","Cherries, Frozen","144","0"," "," "," ","0.04","M","0.3 AL"
"Dieldrin","Cranberries","156","0"," "," "," ","0.025","M","0.05 AL"
"Dieldrin","Cranberries, Frozen","25","0"," "," "," ","0.025","M","0.05 AL"
"Dieldrin","Cucumbers","754","36","4.8","0.0058","0.054","0.005","M","0.1 AL"
"Dieldrin","Eggs","294","0"," "," "," ","0.04","M","0.03 AL"
"Dieldrin","Grapefruit","704","0"," "," "," ","0.02 - 0.025","M","0.02 AL"
"Dieldrin","Grapes","708","0"," "," "," ","0.005","M","0.05 AL"
"Dieldrin","Green Beans","567","0"," "," "," ","0.025","M","0.05 AL"
"Dieldrin","Lettuce","756","0"," "," "," ","0.01","M","0.03 AL"
"Dieldrin","Milk","708","0"," "," "," ","0.02","M","0.3  AL"
"Dieldrin","Olives, Canned","189","0"," "," "," ","0.02","M","0.05 AL"
"Dieldrin","Oranges","708","0"," "," "," ","0.005","M","0.02 AL"
"Dieldrin","Pears","707","0"," "," "," ","0.005","M","0.03 AL"
"Dieldrin","Potatoes","708","11","1.6","0.0037","0.0037","0.0022","M","0.1 AL"
"Dieldrin","Spinach","707","15","2.1","0.0037","0.0037","0.0022 - 0.04","M","0.05 AL"
"Dieldrin","Strawberries","530","0"," "," "," ","0.02","M","0.05 AL"
"Dieldrin","Sweet Potatoes","532","0"," "," "," ","0.045","M","0.1 AL"
"Dieldrin","Tomatoes","528","0"," "," "," ","0.0022","M","0.05 AL"
"Dieldrin","Tomatoes, Canned","189","0"," "," "," ","0.0022","M","0.05 AL"
"Diethofencarb","Grapefruit","358","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Milk","708","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Olives, Canned","189","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Strawberries","530","0"," "," "," ","0.0025","M","NT"
"Difenoconazole","Apple Sauce","190","0"," "," "," ","0.01","M","5.0"
"Difenoconazole","Apples","531","2","0.4","0.014","0.015","0.01","M","5.0"
"Difenoconazole","Cherries","30","0"," "," "," ","0.0049","M","2.5"
"Difenoconazole","Cherries, Frozen","144","0"," "," "," ","0.0049","M","2.5"
"Difenoconazole","Cranberries","156","0"," "," "," ","0.002","M","4.0"
"Difenoconazole","Cranberries, Frozen","25","0"," "," "," ","0.002","M","4.0"
"Difenoconazole","Cucumbers","754","0"," "," "," ","0.005","M","0.70"
"Difenoconazole","Eggs","294","0"," "," "," ","0.04","M","0.02"
"Difenoconazole","Grapefruit","704","0"," "," "," ","0.0025 - 0.005","M","0.60"
"Difenoconazole","Grapes","708","100","14.1","0.0017","0.1288","0.001","M","4.0"
"Difenoconazole","Green Beans","567","3","0.5","0.0057","0.01","0.005","M","NT"
"Difenoconazole","Lettuce","756","0"," "," "," ","0.01","M","NT"
"Difenoconazole","Milk","708","0"," "," "," ","0.0025","M","0.02"
"Difenoconazole","Olives, Canned","189","0"," "," "," ","0.0025","M","NT"
"Difenoconazole","Oranges","708","0"," "," "," ","0.005","M","0.60"
"Difenoconazole","Pears","707","11","1.6","0.0017","0.0088","0.001","M","5.0"
"Difenoconazole","Potatoes","708","81","11.4","0.002","1.8","0.001 - 0.003","M","4.0"
"Difenoconazole","Spinach","707","0"," "," "," ","0.003 - 0.005","M","NT"
"Difenoconazole","Strawberries","530","5","0.9","0.032","0.46","0.0025","M","2.5"
"Difenoconazole","Sweet Potatoes","532","0"," "," "," ","0.005","M","4.0"
"Difenoconazole","Tomatoes","528","108","20.5","0.0034","0.11","0.001 - 0.003","M","0.60"
"Difenoconazole","Tomatoes, Canned","189","12","6.3","0.0035","0.017","0.003","M","0.60"
"Diflubenzuron","Apple Sauce","190","0"," "," "," ","0.0015","M","NT"
"Diflubenzuron","Apples","531","0"," "," "," ","0.0015","M","NT"
"Diflubenzuron","Cherries","30","0"," "," "," ","0.076","M","NT"
"Diflubenzuron","Cherries, Frozen","144","0"," "," "," ","0.076","M","NT"
"Diflubenzuron","Cranberries","156","0"," "," "," ","0.005","M","NT"
"Diflubenzuron","Cranberries, Frozen","25","0"," "," "," ","0.005","M","NT"
"Diflubenzuron","Eggs","294","0"," "," "," ","0.04","M","0.07"
"Diflubenzuron","Grapefruit","704","1","0.1","0.0014","0.0014","0.0012 - 0.02","M","3.0"
"Diflubenzuron","Lettuce","756","0"," "," "," ","0.0015","M","NT"
"Diflubenzuron","Milk","708","0"," "," "," ","0.0012","M","0.05"
"Diflubenzuron","Olives, Canned","189","0"," "," "," ","0.0012","M","NT"
"Diflubenzuron","Pears","707","4","0.6","0.005","0.0338","0.003","M","0.50"
"Diflubenzuron","Potatoes","708","0"," "," "," ","0.0015","M","NT"
"Diflubenzuron","Spinach","707","2","0.3","0.0025","0.0025","0.0015 - 0.08","M","NT"
"Diflubenzuron","Strawberries","530","0"," "," "," ","0.0012","M","NT"
"Diflubenzuron","Sweet Potatoes","532","0"," "," "," ","0.08","M","NT"
"Diflubenzuron","Tomatoes","528","0"," "," "," ","0.0015","M","NT"
"Diflubenzuron","Tomatoes, Canned","189","0"," "," "," ","0.0015","M","NT"
"Diflufenzopyr","Cranberries","156","0"," "," "," ","0.005","M","NT"
"Diflufenzopyr","Cranberries, Frozen","25","0"," "," "," ","0.005","M","NT"
"Diflufenzopyr","Grapefruit","346","0"," "," "," ","0.001","M","NT"
"Dimethenamid","Apple Sauce","190","0"," "," "," ","0.0015","M","NT"
"Dimethenamid","Apples","531","0"," "," "," ","0.0015","M","NT"
"Dimethenamid","Cherries","30","0"," "," "," ","0.0068","M","NT"
"Dimethenamid","Cherries, Frozen","144","0"," "," "," ","0.0068","M","NT"
"Dimethenamid","Cranberries","156","0"," "," "," ","0.005","M","NT"
"Dimethenamid","Cranberries, Frozen","25","0"," "," "," ","0.005","M","NT"
"Dimethenamid","Grapefruit","704","0"," "," "," ","0.0012 - 0.005","M","NT"
"Dimethenamid","Lettuce","756","0"," "," "," ","0.0015","M","NT"
"Dimethenamid","Milk","708","0"," "," "," ","0.0012","M","NT"
"Dimethenamid","Olives, Canned","189","0"," "," "," ","0.0012","M","NT"
"Dimethenamid","Potatoes","708","0"," "," "," ","0.001","M","0.01"
"Dimethenamid","Spinach","707","0"," "," "," ","0.001 - 0.01","M","NT"
"Dimethenamid","Strawberries","530","0"," "," "," ","0.0012","M","NT"
"Dimethenamid","Sweet Potatoes","532","0"," "," "," ","0.01","M","0.01"
"Dimethenamid","Tomatoes","528","0"," "," "," ","0.001","M","NT"
"Dimethenamid","Tomatoes, Canned","189","0"," "," "," ","0.001","M","NT"
"Dimethoate","Apple Sauce","190","0"," "," "," ","0.005","M","NT"
"Dimethoate","Apples","531","0"," "," "," ","0.005","M","NT"
"Dimethoate","Cherries","30","0"," "," "," ","0.0051","M","2.0"
"Dimethoate","Cherries, Frozen","144","11","7.6","0.0052","0.052","0.0051","M","2.0"
"Dimethoate","Cranberries","156","0"," "," "," ","0.002","M","NT"
"Dimethoate","Cranberries, Frozen","25","0"," "," "," ","0.002","M","NT"
"Dimethoate","Cucumbers","754","0"," "," "," ","0.01","M","NT"
"Dimethoate","Eggs","294","0"," "," "," ","0.04","M","0.02"
"Dimethoate","Grapefruit","704","0"," "," "," ","0.001 - 0.0012","M","2.0"
"Dimethoate","Grapes","708","0"," "," "," ","0.005","M","NT"
"Dimethoate","Green Beans","567","54","9.5","0.0011","0.97","0.001","M","2.0"
"Dimethoate","Lettuce","756","1","0.1","0.063","0.063","0.005","M","2.0"
"Dimethoate","Milk","708","0"," "," "," ","0.0012","M","0.002"
"Dimethoate","Olives, Canned","189","0"," "," "," ","0.0012","M","NT"
"Dimethoate","Oranges","708","0"," "," "," ","0.01","M","2.0"
"Dimethoate","Pears","707","0"," "," "," ","0.005","M","2.0"
"Dimethoate","Potatoes","708","1","0.1","0.004","0.004","0.0024","M","0.2"
"Dimethoate","Spinach","707","1","0.1","0.01","0.01","0.0024 - 0.01","M","NT"
"Dimethoate","Strawberries","530","0"," "," "," ","0.0012","M","NT"
"Dimethoate","Sweet Potatoes","532","0"," "," "," ","0.01","M","NT"
"Dimethoate","Tomatoes","528","0"," "," "," ","0.0024","M","2.0"
"Dimethoate","Tomatoes, Canned","189","0"," "," "," ","0.0024","M","2.0"
"Dimethomorph","Apple Sauce","190","0"," "," "," ","0.003","M","NT"
"Dimethomorph","Apples","531","0"," "," "," ","0.003","M","NT"
"Dimethomorph","Cranberries","156","0"," "," "," ","0.02","M","NT"
"Dimethomorph","Cranberries, Frozen","25","0"," "," "," ","0.02","M","NT"
"Dimethomorph","Cucumbers","754","10","1.3","0.01","0.21","0.01","M","0.5"
"Dimethomorph","Grapefruit","704","0"," "," "," ","0.0025 - 0.25","M","NT"
"Dimethomorph","Grapes","708","0"," "," "," ","0.007","M","3.0"
"Dimethomorph","Green Beans","567","1","0.2","0.0041","0.0041","0.001","M","NT"
"Dimethomorph","Lettuce","756","123","16.3","0.003","2.9","0.003","M","30.0"
"Dimethomorph","Milk","708","0"," "," "," ","0.0025","M","NT"
"Dimethomorph","Olives, Canned","189","0"," "," "," ","0.0025","M","NT"
"Dimethomorph","Oranges","708","0"," "," "," ","0.01","M","NT"
"Dimethomorph","Potatoes","708","2","0.3","0.002","0.002","0.001","M","0.05"
"Dimethomorph","Spinach","707","242","34.2","0.002","4.4","0.001 - 0.01","M","30.0"
"Dimethomorph","Strawberries","530","0"," "," "," ","0.0025","M","0.90"
"Dimethomorph","Sweet Potatoes","532","0"," "," "," ","0.01","M","NT"
"Dimethomorph","Tomatoes","528","20","3.8","0.002","0.021","0.001","M","1.5"
"Dimethomorph","Tomatoes, Canned","189","4","2.1","0.002","0.0051","0.001","M","1.5"
"Diniconazole","Grapefruit","358","0"," "," "," ","0.005","M","NT"
"Diniconazole","Milk","708","0"," "," "," ","0.005","M","NT"
"Diniconazole","Olives, Canned","189","0"," "," "," ","0.005","M","NT"
"Diniconazole","Strawberries","530","0"," "," "," ","0.005","M","NT"
"Dinotefuran","Apple Sauce","190","0"," "," "," ","0.003","M","2.0"
"Dinotefuran","Apples","531","0"," "," "," ","0.003","M","2.0"
"Dinotefuran","Cherries","30","0"," "," "," ","0.015 - 0.03","M","2.0"
"Dinotefuran","Cherries, Frozen","144","0"," "," "," ","0.015 - 0.03","M","2.0"
"Dinotefuran","Cranberries","156","0"," "," "," ","0.04","M","0.2"
"Dinotefuran","Cranberries, Frozen","25","0"," "," "," ","0.04","M","0.2"
"Dinotefuran","Cucumbers","754","54","7.2","0.01","0.27","0.01","M","0.5"
"Dinotefuran","Eggs","294","0"," "," "," ","0.04","M","0.01"
"Dinotefuran","Grapefruit","704","0"," "," "," ","0.0025 - 0.04","M","0.01"
"Dinotefuran","Grapes","708","0"," "," "," ","0.05","M","0.9"
"Dinotefuran","Green Beans","567","1","0.2","0.054","0.054","0.04","M","0.01"
"Dinotefuran","Lettuce","756","2","0.3","0.003","0.004","0.003","M","5.0"
"Dinotefuran","Milk","708","0"," "," "," ","0.0025","M","0.05"
"Dinotefuran","Olives, Canned","189","0"," "," "," ","0.0025","M","0.01"
"Dinotefuran","Oranges","708","0"," "," "," ","0.01","M","0.01"
"Dinotefuran","Pears","707","0"," "," "," ","0.05","M","2.0"
"Dinotefuran","Potatoes","708","0"," "," "," ","0.006","M","0.05"
"Dinotefuran","Spinach","707","12","1.7","0.01","0.25","0.006 - 0.015","M","5.0"
"Dinotefuran","Strawberries","530","1","0.2","0.004","0.004","0.0025","M","0.01"
"Dinotefuran","Sweet Potatoes","532","0"," "," "," ","0.015","M","0.05"
"Dinotefuran","Tomatoes","528","63","11.9","0.01","0.14","0.006","M","0.7"
"Dinotefuran","Tomatoes, Canned","189","0"," "," "," ","0.006","M","0.7"
"Dioxacarb","Grapefruit","358","0"," "," "," ","0.0012","M","NT"
"Dioxacarb","Milk","708","0"," "," "," ","0.0012","M","NT"
"Dioxacarb","Olives, Canned","189","0"," "," "," ","0.0012","M","NT"
"Dioxacarb","Strawberries","530","0"," "," "," ","0.0012","M","NT"
"Dioxathion","Grapefruit","358","0"," "," "," ","0.005","M","NT"
"Dioxathion","Milk","708","0"," "," "," ","0.005","M","NT"
"Dioxathion","Olives, Canned","189","0"," "," "," ","0.005","M","NT"
"Dioxathion","Strawberries","530","0"," "," "," ","0.005","M","NT"
"Diphenamid","Cucumbers","754","0"," "," "," ","0.005","M","NT"
"Diphenamid","Grapefruit","358","0"," "," "," ","0.005","M","NT"
"Diphenamid","Milk","708","0"," "," "," ","0.005","M","NT"
"Diphenamid","Olives, Canned","189","0"," "," "," ","0.005","M","NT"
"Diphenamid","Oranges","708","0"," "," "," ","0.005","M","NT"
"Diphenamid","Potatoes","708","0"," "," "," ","0.0022 - 0.0075","M","NT"
"Diphenamid","Spinach","358","0"," "," "," ","0.0022","M","NT"
"Diphenamid","Strawberries","530","0"," "," "," ","0.005","M","NT"
"Diphenamid","Tomatoes","528","0"," "," "," ","0.0022","M","NT"
"Diphenamid","Tomatoes, Canned","189","0"," "," "," ","0.0022","M","NT"
"Diphenylamine (DPA)","Apple Sauce","190","68","35.8","0.002","0.05","0.002","M","10.0"
"Diphenylamine (DPA)","Apples","531","426","80.2","0.002","3.8","0.002","M","10.0"
"Diphenylamine (DPA)","Cherries","30","0"," "," "," ","0.061","M","NT"
"Diphenylamine (DPA)","Cherries, Frozen","144","0"," "," "," ","0.061","M","NT"
"Diphenylamine (DPA)","Cucumbers","754","0"," "," "," ","0.005","M","NT"
"Diphenylamine (DPA)","Grapefruit","358","0"," "," "," ","0.0025","M","NT"
"Diphenylamine (DPA)","Grapes","708","0"," "," "," ","0.004","M","NT"
"Diphenylamine (DPA)","Lettuce","756","0"," "," "," ","0.002","M","NT"
"Diphenylamine (DPA)","Milk","708","0"," "," "," ","0.0025","M","0.01"
"Diphenylamine (DPA)","Olives, Canned","189","0"," "," "," ","0.0025","M","NT"
"Diphenylamine (DPA)","Oranges","708","0"," "," "," ","0.005","M","NT"
"Diphenylamine (DPA)","Pears","707","76","10.7","0.0067","1.3775","0.004","M","5.0"
"Diphenylamine (DPA)","Potatoes","708","0"," "," "," ","0.003","M","NT"
"Diphenylamine (DPA)","Spinach","707","0"," "," "," ","0.003 - 0.065","M","NT"
"Diphenylamine (DPA)","Strawberries","530","0"," "," "," ","0.0025","M","NT"
"Diphenylamine (DPA)","Sweet Potatoes","532","0"," "," "," ","0.065","M","NT"
"Diphenylamine (DPA)","Tomatoes","528","0"," "," "," ","0.003","M","NT"
"Diphenylamine (DPA)","Tomatoes, Canned","189","0"," "," "," ","0.003","M","NT"
"Disulfoton","Cherries","30","0"," "," "," ","0.05","M","NT"
"Disulfoton","Cherries, Frozen","144","0"," "," "," ","0.05","M","NT"
"Disulfoton","Cucumbers","754","0"," "," "," ","0.005","M","NT"
"Disulfoton","Grapefruit","358","0"," "," "," ","0.02","M","NT"
"Disulfoton","Milk","708","0"," "," "," ","0.02","M","NT"
"Disulfoton","Olives, Canned","189","0"," "," "," ","0.02","M","NT"
"Disulfoton","Oranges","708","0"," "," "," ","0.005","M","NT"
"Disulfoton","Potatoes","708","0"," "," "," ","0.0021 - 0.007","M","NT"
