Pesticide Name,Commodity,Number of Samples Analyzed,Number of Samples with Detects,Pct of Samples with Detects,Min Detect,Max Detect,LOD Range,pp_,EPA Tolerance (ppm)
"Dichlobenil","Cabbage","354","0"," "," "," ","0.005","M","NT"
"Dichlobenil","Cranberries","311","0"," "," "," ","0.002","M","0.15"
"Dichlobenil","Cranberries, Frozen","428","0"," "," "," ","0.002","M","0.15"
"Dichlobenil","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Dichlobenil","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Dichlobenil","Grapefruit","271","0"," "," "," ","0.0012","M","NT"
"Dichlobenil","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Dichlobenil","Mangoes","177","0"," "," "," ","0.0012 - 0.002","M","NT"
"Dichlobenil","Milk","711","0"," "," "," ","0.0012","M","NT"
"Dichlobenil","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Dichlobenil","Onion","708","0"," "," "," ","0.001 - 0.005","M","NT"
"Dichlobenil","Pineapple, Canned","756","0"," "," "," ","0.005 - 0.01","M","NT"
"Dichlobenil","Plums, Dried (Prunes)","191","0"," "," "," ","0.01","M","0.15"
"Dichlobenil","Sweet Potatoes","701","0"," "," "," ","0.01","M","NT"
"Dichlobenil","Tomatoes, Canned","566","0"," "," "," ","0.001","M","NT"
"Dichlobenil","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Dichlofenthion","Mangoes","30","0"," "," "," ","0.0012","M","NT"
"Dichlofenthion","Olives, Canned","61","0"," "," "," ","0.0012","M","NT"
"Dichlormid","Cranberries","311","0"," "," "," ","0.005","M","NT"
"Dichlormid","Cranberries, Frozen","428","0"," "," "," ","0.005","M","NT"
"Dichlormid","Grapefruit","526","0"," "," "," ","0.005 - 0.02","M","NT"
"Dichlormid","Mangoes","177","0"," "," "," ","0.005 - 0.02","M","NT"
"Dichlormid","Milk","711","0"," "," "," ","0.02","M","NT"
"Dichlormid","Olives, Canned","754","0"," "," "," ","0.02","M","NT"
"Dichlorprop","Grapefruit","271","0"," "," "," ","0.05","M","NT"
"Dichlorprop","Milk","622","0"," "," "," ","0.05","M","NT"
"Dichlorprop","Olives, Canned","630","0"," "," "," ","0.05","M","NT"
"Dichlorvos (DDVP)","Apple Sauce","570","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Asparagus","354","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Cabbage","354","0"," "," "," ","0.01","M","1.0"
"Dichlorvos (DDVP)","Cranberries","311","0"," "," "," ","0.005","M","0.5"
"Dichlorvos (DDVP)","Cranberries, Frozen","428","0"," "," "," ","0.005","M","0.5"
"Dichlorvos (DDVP)","Cucumbers","378","3","0.8","0.011","0.051","0.01","M","0.5"
"Dichlorvos (DDVP)","Garbanzo Beans, Canned","189","0"," "," "," ","0.0015","M","0.5"
"Dichlorvos (DDVP)","Grapefruit","526","0"," "," "," ","0.005 - 0.02","M","3"
"Dichlorvos (DDVP)","Honey","315","0"," "," "," ","0.006","M","0.5"
"Dichlorvos (DDVP)","Lettuce","378","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Mangoes","177","0"," "," "," ","0.005 - 0.02","M","0.5"
"Dichlorvos (DDVP)","Milk","711","0"," "," "," ","0.02","M","0.02"
"Dichlorvos (DDVP)","Olives, Canned","754","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Onion","708","0"," "," "," ","0.005 - 0.01","M","0.5"
"Dichlorvos (DDVP)","Pineapple, Canned","756","0"," "," "," ","0.005 - 0.01","M","0.5"
"Dichlorvos (DDVP)","Plums, Dried (Prunes)","191","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Snap Peas","710","0"," "," "," ","0.05","M","0.5"
"Dichlorvos (DDVP)","Sweet Potatoes","701","0"," "," "," ","0.005","M","0.5"
"Dichlorvos (DDVP)","Water, Bottled","756","0"," "," "," ","11.2","T",""
"Diclofop methyl","Apple Sauce","570","0"," "," "," ","0.001","M","NT"
"Diclofop methyl","Asparagus","354","0"," "," "," ","0.001","M","NT"
"Diclofop methyl","Lettuce","378","0"," "," "," ","0.001","M","NT"
"Diclofop methyl","Plums, Dried (Prunes)","191","0"," "," "," ","0.001","M","NT"
"Dicloran","Apple Sauce","570","0"," "," "," ","0.016","M","NT"
"Dicloran","Asparagus","354","0"," "," "," ","0.016","M","NT"
"Dicloran","Cabbage","354","0"," "," "," ","0.005","M","NT"
"Dicloran","Cranberries","311","0"," "," "," ","0.01","M","NT"
"Dicloran","Cranberries, Frozen","428","0"," "," "," ","0.01","M","NT"
"Dicloran","Cucumbers","378","7","1.9","0.0064","0.12","0.005","M","5"
"Dicloran","Garbanzo Beans, Canned","189","0"," "," "," ","0.0022","M","NT"
"Dicloran","Grapefruit","526","0"," "," "," ","0.02 - 0.1","M","NT"
"Dicloran","Honey","315","0"," "," "," ","0.05","M","NT"
"Dicloran","Lettuce","378","0"," "," "," ","0.016","M","10"
"Dicloran","Mangoes","177","0"," "," "," ","0.0012 - 0.02","M","NT"
"Dicloran","Milk","711","0"," "," "," ","0.02","M","NT"
"Dicloran","Olives, Canned","754","0"," "," "," ","0.0012 - 0.02","M","NT"
"Dicloran","Onion","708","8","1.1","0.0037","0.029","0.0022 - 0.005","M","10"
"Dicloran","Pineapple, Canned","756","0"," "," "," ","0.005 - 0.02","M","NT"
"Dicloran","Plums, Dried (Prunes)","191","0"," "," "," ","0.016","M","15"
"Dicloran","Snap Peas","710","0"," "," "," ","0.03","M","NT"
"Dicloran","Sweet Potatoes","701","179","25.5","0.022","4.7","0.02","M","10"
"Dicloran","Tomatoes, Canned","566","0"," "," "," ","0.0022","M","5"
"Diclosulam","Grapefruit","271","0"," "," "," ","0.01","M","NT"
"Diclosulam","Mangoes","30","0"," "," "," ","0.0025","M","NT"
"Diclosulam","Milk","622","0"," "," "," ","0.01","M","NT"
"Diclosulam","Olives, Canned","691","0"," "," "," ","0.0025 - 0.01","M","NT"
"Dicofol o,p'","Grapefruit","271","0"," "," "," ","0.005","M","6.0"
"Dicofol o,p'","Mangoes","60","0"," "," "," ","0.005","M","NT"
"Dicofol o,p'","Milk","711","0"," "," "," ","0.005","M","0.75"
"Dicofol o,p'","Olives, Canned","693","0"," "," "," ","0.005","M","NT"
"Dicofol o,p'","Pineapple, Canned","329","0"," "," "," ","0.015","M","NT"
"Dicofol o,p'","Sweet Potatoes","701","0"," "," "," ","0.015","M","NT"
"Dicofol p,p'","Apple Sauce","570","0"," "," "," ","0.01","M","10.0"
"Dicofol p,p'","Asparagus","354","0"," "," "," ","0.01","M","NT"
"Dicofol p,p'","Cranberries","311","0"," "," "," ","0.005","M","NT"
"Dicofol p,p'","Cranberries, Frozen","428","0"," "," "," ","0.005","M","NT"
"Dicofol p,p'","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Dicofol p,p'","Grapefruit","526","0"," "," "," ","0.005","M","6.0"
"Dicofol p,p'","Honey","315","0"," "," "," ","0.5","M","NT"
"Dicofol p,p'","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Dicofol p,p'","Mangoes","147","0"," "," "," ","0.005","M","NT"
"Dicofol p,p'","Milk","711","0"," "," "," ","0.005","M","0.75"
"Dicofol p,p'","Olives, Canned","693","0"," "," "," ","0.005","M","NT"
"Dicofol p,p'","Onion","360","0"," "," "," ","0.001","M","NT"
"Dicofol p,p'","Pineapple, Canned","329","0"," "," "," ","0.025","M","NT"
"Dicofol p,p'","Plums, Dried (Prunes)","191","0"," "," "," ","0.01","M","5.0"
"Dicofol p,p'","Sweet Potatoes","701","0"," "," "," ","0.025","M","NT"
"Dicofol p,p'","Tomatoes, Canned","566","0"," "," "," ","0.001","M","2.0"
"Dicofol p,p'","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Dicofol Total","Mangoes","30","0"," "," "," ","0.0025","M","NT"
"Dicofol Total","Olives, Canned","61","0"," "," "," ","0.0025","M","NT"
"Dicrotophos","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Dicrotophos","Grapefruit","271","0"," "," "," ","0.0012","M","NT"
"Dicrotophos","Mangoes","90","0"," "," "," ","0.0012","M","NT"
"Dicrotophos","Milk","711","0"," "," "," ","0.0012","M","NT"
"Dicrotophos","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Dicrotophos","Onion","360","0"," "," "," ","0.001","M","NT"
"Dicrotophos","Tomatoes, Canned","566","0"," "," "," ","0.001","M","NT"
"Dicrotophos","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Dieldrin","Apple Sauce","570","0"," "," "," ","0.01","M","0.03 AL"
"Dieldrin","Asparagus","354","0"," "," "," ","0.01","M","0.03 AL"
"Dieldrin","Cabbage","354","0"," "," "," ","0.005","M","0.03 AL"
"Dieldrin","Cranberries","311","0"," "," "," ","0.025","M","0.05 AL"
"Dieldrin","Cranberries, Frozen","428","0"," "," "," ","0.025","M","0.05 AL"
"Dieldrin","Cucumbers","378","1","0.3","0.0069","0.0069","0.005","M","0.1 AL"
"Dieldrin","Garbanzo Beans, Canned","189","0"," "," "," ","0.0022","M","0.05 AL"
"Dieldrin","Grapefruit","526","0"," "," "," ","0.02 - 0.025","M","0.02 AL"
"Dieldrin","Kale Greens","708","78","11","0.0033","0.0187","0.002","M","0.05 AL"
"Dieldrin","Lettuce","378","0"," "," "," ","0.01","M","0.03 AL"
"Dieldrin","Mangoes","177","0"," "," "," ","0.0025 - 0.025","M","0.03 AL"
"Dieldrin","Milk","711","0"," "," "," ","0.02","M","0.3 AL"
"Dieldrin","Olives, Canned","723","0"," "," "," ","0.0025 - 0.02","M","0.05 AL"
"Dieldrin","Onion","708","0"," "," "," ","0.0022 - 0.005","M","0.1 AL"
"Dieldrin","Pineapple, Canned","726","0"," "," "," ","0.005 - 0.04","M","0.03 AL"
"Dieldrin","Plums, Dried (Prunes)","191","0"," "," "," ","0.01","M","0.03 AL"
"Dieldrin","Snap Peas","710","0"," "," "," ","0.002","M","0.03 AL"
"Dieldrin","Sweet Potatoes","701","0"," "," "," ","0.045","M","0.1 AL"
"Dieldrin","Tomatoes, Canned","566","0"," "," "," ","0.0022","M","0.05 AL"
"Dieldrin","Water, Bottled","756","0"," "," "," ","16.9","T",""
"Diethofencarb","Grapefruit","271","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Mangoes","90","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Milk","711","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Olives, Canned","754","0"," "," "," ","0.0025","M","NT"
"Difenoconazole","Apple Sauce","570","0"," "," "," ","0.01","M","5.0"
"Difenoconazole","Asparagus","354","0"," "," "," ","0.01","M","NT"
"Difenoconazole","Cabbage","354","2","0.6","0.011","0.022","0.005","M","1.9"
"Difenoconazole","Cranberries","311","0"," "," "," ","0.002","M","4.0"
"Difenoconazole","Cranberries, Frozen","428","0"," "," "," ","0.002","M","4.0"
"Difenoconazole","Cucumbers","378","1","0.3","0.023","0.023","0.005","M","0.70"
"Difenoconazole","Garbanzo Beans, Canned","189","0"," "," "," ","0.01","M","NT"
"Difenoconazole","Grapefruit","526","0"," "," "," ","0.0025 - 0.005","M","0.60"
"Difenoconazole","Honey","315","0"," "," "," ","0.008","M","NT"
"Difenoconazole","Kale Greens","708","39","5.5","0.0017","1.5578","0.001","M","35"
"Difenoconazole","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Difenoconazole","Mangoes","177","0"," "," "," ","0.0012 - 0.0025","M","0.07"
"Difenoconazole","Milk","711","0"," "," "," ","0.0025","M","0.02"
"Difenoconazole","Olives, Canned","754","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Difenoconazole","Onion","708","0"," "," "," ","0.001 - 0.005","M","0.20"
"Difenoconazole","Pineapple, Canned","756","0"," "," "," ","0.005","M","NT"
"Difenoconazole","Plums, Dried (Prunes)","191","0"," "," "," ","0.01","M","2.5"
"Difenoconazole","Sweet Potatoes","701","2","0.3","0.0055","0.013","0.005","M","4.0"
"Difenoconazole","Tomatoes, Canned","566","37","6.5","0.0032","0.021","0.003","M","0.60"
"Difenoconazole","Water, Bottled","756","0"," "," "," ","22.5","T",""
"Diflubenzuron","Apple Sauce","570","0"," "," "," ","0.0015","M","NT"
"Diflubenzuron","Asparagus","354","0"," "," "," ","0.001 - 0.0015","M","NT"
"Diflubenzuron","Cranberries","311","0"," "," "," ","0.005","M","NT"
"Diflubenzuron","Cranberries, Frozen","428","0"," "," "," ","0.005","M","NT"
"Diflubenzuron","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Diflubenzuron","Grapefruit","526","0"," "," "," ","0.0012 - 0.02","M","3.0"
"Diflubenzuron","Honey","315","0"," "," "," ","0.005","M","NT"
"Diflubenzuron","Kale Greens","708","3","0.4","0.0351","1.4357","0.005","M","9.0"
"Diflubenzuron","Lettuce","378","1","0.3","0.002","0.002","0.0015","M","NT"
"Diflubenzuron","Mangoes","177","0"," "," "," ","0.0012 - 0.005","M","NT"
"Diflubenzuron","Milk","711","0"," "," "," ","0.0012","M","0.05"
"Diflubenzuron","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Diflubenzuron","Onion","360","0"," "," "," ","0.003","M","NT"
"Diflubenzuron","Pineapple, Canned","359","0"," "," "," ","0.08","M","NT"
"Diflubenzuron","Plums, Dried (Prunes)","191","0"," "," "," ","0.0015","M","0.50"
"Diflubenzuron","Sweet Potatoes","701","0"," "," "," ","0.08","M","NT"
"Diflubenzuron","Tomatoes, Canned","566","0"," "," "," ","0.001","M","NT"
"Diflufenzopyr","Cranberries","311","0"," "," "," ","0.005","M","NT"
"Diflufenzopyr","Cranberries, Frozen","428","0"," "," "," ","0.005","M","NT"
"Diflufenzopyr","Grapefruit","255","0"," "," "," ","0.001","M","NT"
"Dimepiperate","Mangoes","30","0"," "," "," ","0.0025","M","NT"
"Dimepiperate","Olives, Canned","61","0"," "," "," ","0.0025","M","NT"
"Dimethenamid","Apple Sauce","570","0"," "," "," ","0.0015","M","NT"
"Dimethenamid","Asparagus","354","0"," "," "," ","0.001 - 0.0015","M","NT"
"Dimethenamid","Cabbage","354","0"," "," "," ","0.005","M","NT"
"Dimethenamid","Cranberries","311","0"," "," "," ","0.005","M","NT"
"Dimethenamid","Cranberries, Frozen","428","0"," "," "," ","0.005","M","NT"
"Dimethenamid","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Dimethenamid","Grapefruit","526","0"," "," "," ","0.0012 - 0.005","M","NT"
"Dimethenamid","Honey","315","0"," "," "," ","0.01","M","NT"
"Dimethenamid","Lettuce","378","0"," "," "," ","0.0015","M","NT"
"Dimethenamid","Mangoes","177","0"," "," "," ","0.0012 - 0.005","M","NT"
"Dimethenamid","Milk","711","0"," "," "," ","0.0012","M","NT"
"Dimethenamid","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Dimethenamid","Onion","360","0"," "," "," ","0.001 - 0.003","M","0.01"
"Dimethenamid","Pineapple, Canned","359","0"," "," "," ","0.01","M","NT"
"Dimethenamid","Plums, Dried (Prunes)","191","0"," "," "," ","0.0015","M","NT"
"Dimethenamid","Sweet Potatoes","701","0"," "," "," ","0.01","M","0.01"
"Dimethenamid","Tomatoes, Canned","566","0"," "," "," ","0.001 - 0.003","M","NT"
"Dimethenamid","Water, Bottled","756","0"," "," "," ","22.5","T",""
"Dimethoate","Apple Sauce","570","0"," "," "," ","0.005","M","NT"
"Dimethoate","Asparagus","354","2","0.6","0.079","1.8","0.005","M","0.15"
"Dimethoate","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Dimethoate","Cranberries","311","0"," "," "," ","0.002","M","NT"
"Dimethoate","Cranberries, Frozen","428","0"," "," "," ","0.002","M","NT"
"Dimethoate","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Dimethoate","Garbanzo Beans, Canned","189","0"," "," "," ","0.0024","M","NT"
"Dimethoate","Grapefruit","526","0"," "," "," ","0.001 - 0.0012","M","2.0"
"Dimethoate","Honey","315","0"," "," "," ","0.005","M","NT"
"Dimethoate","Kale Greens","708","4","0.6","0.025","0.1379","0.015","M","2.0"
"Dimethoate","Lettuce","378","0"," "," "," ","0.005","M","2.0"
"Dimethoate","Mangoes","177","0"," "," "," ","0.0012 - 0.002","M","NT"
"Dimethoate","Milk","711","0"," "," "," ","0.0012","M","0.002"
"Dimethoate","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Dimethoate","Onion","708","0"," "," "," ","0.0024 - 0.01","M","NT"
"Dimethoate","Pineapple, Canned","756","0"," "," "," ","0.01","M","NT"
"Dimethoate","Plums, Dried (Prunes)","191","0"," "," "," ","0.005","M","NT"
"Dimethoate","Snap Peas","710","105","14.8","0.025","2.0492","0.015","M","2.0"
"Dimethoate","Sweet Potatoes","701","0"," "," "," ","0.01","M","NT"
"Dimethoate","Tomatoes, Canned","566","0"," "," "," ","0.0024","M","2.0"
"Dimethoate","Water, Bottled","714","0"," "," "," ","18","T",""
"Dimethomorph","Apple Sauce","570","0"," "," "," ","0.003","M","NT"
"Dimethomorph","Asparagus","354","0"," "," "," ","0.003","M","NT"
"Dimethomorph","Cabbage","354","2","0.6","0.014","0.033","0.01","M","6.0"
"Dimethomorph","Cranberries","311","0"," "," "," ","0.02","M","NT"
"Dimethomorph","Cranberries, Frozen","428","0"," "," "," ","0.02","M","NT"
"Dimethomorph","Cucumbers","378","7","1.9","0.011","0.026","0.01","M","0.5"
"Dimethomorph","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Dimethomorph","Grapefruit","526","0"," "," "," ","0.0025 - 0.25","M","NT"
"Dimethomorph","Honey","315","0"," "," "," ","0.05","M","NT"
"Dimethomorph","Kale Greens","708","41","5.8","0.05","13.6656","0.03","M","30.0"
"Dimethomorph","Lettuce","378","74","19.6","0.003","1.5","0.003","M","30.0"
"Dimethomorph","Mangoes","177","0"," "," "," ","0.0025 - 0.02","M","NT"
"Dimethomorph","Milk","711","0"," "," "," ","0.0025","M","NT"
"Dimethomorph","Olives, Canned","754","0"," "," "," ","0.0025","M","NT"
"Dimethomorph","Onion","708","0"," "," "," ","0.001 - 0.01","M","0.6"
"Dimethomorph","Pineapple, Canned","756","0"," "," "," ","0.01","M","NT"
"Dimethomorph","Plums, Dried (Prunes)","191","0"," "," "," ","0.0033","M","NT"
"Dimethomorph","Snap Peas","710","0"," "," "," ","0.03","M","NT"
"Dimethomorph","Sweet Potatoes","701","0"," "," "," ","0.01","M","NT"
"Dimethomorph","Tomatoes, Canned","566","10","1.8","0.0017","0.0091","0.001","M","1.5"
"Dimethomorph","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Diniconazole","Grapefruit","271","0"," "," "," ","0.005","M","NT"
"Diniconazole","Mangoes","90","0"," "," "," ","0.0012 - 0.005","M","NT"
"Diniconazole","Milk","711","0"," "," "," ","0.005","M","NT"
"Diniconazole","Olives, Canned","754","0"," "," "," ","0.0012 - 0.005","M","NT"
"Dinotefuran","Apple Sauce","570","4","0.7","0.003","0.005","0.003","M","2.0"
"Dinotefuran","Asparagus","354","0"," "," "," ","0.003","M","0.01"
"Dinotefuran","Cabbage","354","3","0.8","0.012","0.04","0.01","M","1.4"
"Dinotefuran","Cranberries","311","0"," "," "," ","0.04","M","0.2"
"Dinotefuran","Cranberries, Frozen","428","0"," "," "," ","0.04","M","0.2"
"Dinotefuran","Cucumbers","378","19","5","0.01","0.16","0.01","M","0.5"
"Dinotefuran","Garbanzo Beans, Canned","189","0"," "," "," ","0.006","M","0.01"
"Dinotefuran","Grapefruit","526","0"," "," "," ","0.0025 - 0.04","M","0.01"
"Dinotefuran","Honey","315","0"," "," "," ","0.01","M","0.01"
"Dinotefuran","Kale Greens","708","12","1.7","0.0832","0.6407","0.05","M","15.0"
"Dinotefuran","Lettuce","378","1","0.3","0.003","0.003","0.003","M","5.0"
"Dinotefuran","Mangoes","177","0"," "," "," ","0.0025 - 0.04","M","0.01"
"Dinotefuran","Milk","711","0"," "," "," ","0.0025","M","0.05"
"Dinotefuran","Olives, Canned","754","0"," "," "," ","0.0025","M","0.01"
"Dinotefuran","Onion","348","2","0.6","0.012","0.015","0.01","M","0.15"
"Dinotefuran","Pineapple, Canned","756","0"," "," "," ","0.01 - 0.015","M","0.01"
"Dinotefuran","Plums, Dried (Prunes)","191","0"," "," "," ","0.0033","M","2.0"
"Dinotefuran","Snap Peas","710","0"," "," "," ","0.05","M","0.01"
"Dinotefuran","Sweet Potatoes","701","0"," "," "," ","0.015","M","0.05"
"Dinotefuran","Tomatoes, Canned","566","0"," "," "," ","0.02","M","0.7"
"Dinotefuran","Water, Bottled","756","0"," "," "," ","45","T",""
"Dioxacarb","Grapefruit","271","0"," "," "," ","0.0012","M","NT"
"Dioxacarb","Mangoes","90","0"," "," "," ","0.0012","M","NT"
"Dioxacarb","Milk","711","0"," "," "," ","0.0012","M","NT"
"Dioxacarb","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Dioxathion","Grapefruit","271","0"," "," "," ","0.005","M","NT"
"Dioxathion","Mangoes","90","0"," "," "," ","0.005","M","NT"
"Dioxathion","Milk","711","0"," "," "," ","0.005","M","NT"
"Dioxathion","Olives, Canned","754","0"," "," "," ","0.005","M","NT"
"Diphenamid","Cabbage","354","0"," "," "," ","0.005","M","NT"
"Diphenamid","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Diphenamid","Garbanzo Beans, Canned","189","0"," "," "," ","0.0022","M","NT"
"Diphenamid","Grapefruit","271","0"," "," "," ","0.005","M","NT"
"Diphenamid","Honey","315","0"," "," "," ","0.01","M","NT"
"Diphenamid","Mangoes","90","0"," "," "," ","0.0012 - 0.005","M","NT"
"Diphenamid","Milk","711","0"," "," "," ","0.005","M","NT"
"Diphenamid","Olives, Canned","754","0"," "," "," ","0.0012 - 0.005","M","NT"
"Diphenamid","Onion","708","0"," "," "," ","0.0022 - 0.005","M","NT"
"Diphenamid","Pineapple, Canned","397","0"," "," "," ","0.005","M","NT"
"Diphenamid","Tomatoes, Canned","566","0"," "," "," ","0.0022","M","NT"
"Diphenamid","Water, Bottled","756","0"," "," "," ","56.3","T",""
"Diphenylamine (DPA)","Apple Sauce","570","279","48.9","0.002","0.12","0.002","M","10.0"
"Diphenylamine (DPA)","Asparagus","354","2","0.6","0.0036","0.0074","0.002","M","NT"
"Diphenylamine (DPA)","Cabbage","354","0"," "," "," ","0.005","M","NT"
"Diphenylamine (DPA)","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Diphenylamine (DPA)","Garbanzo Beans, Canned","189","1","0.5","0.021","0.021","0.003","M","NT"
"Diphenylamine (DPA)","Grapefruit","271","0"," "," "," ","0.0025","M","NT"
"Diphenylamine (DPA)","Honey","315","0"," "," "," ","0.005","M","NT"
"Diphenylamine (DPA)","Lettuce","378","1","0.3","0.004","0.004","0.002","M","NT"
"Diphenylamine (DPA)","Mangoes","90","1","1.1","0.0013","0.0013","0.0012 - 0.0025","M","NT"
"Diphenylamine (DPA)","Milk","711","0"," "," "," ","0.0025","M","0.01"
"Diphenylamine (DPA)","Olives, Canned","754","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Diphenylamine (DPA)","Onion","708","0"," "," "," ","0.003 - 0.005","M","NT"
"Diphenylamine (DPA)","Pineapple, Canned","726","0"," "," "," ","0.005 - 0.065","M","NT"
"Diphenylamine (DPA)","Plums, Dried (Prunes)","191","18","9.4","0.0021","0.0098","0.002","M","NT"
"Diphenylamine (DPA)","Sweet Potatoes","701","0"," "," "," ","0.065","M","NT"
"Diphenylamine (DPA)","Tomatoes, Canned","566","0"," "," "," ","0.003","M","NT"
"Dipropetryn","Mangoes","30","0"," "," "," ","0.0012","M","NT"
"Dipropetryn","Olives, Canned","61","0"," "," "," ","0.0012","M","NT"
"Disulfoton","Cabbage","354","0"," "," "," ","0.005","M","0.75"
"Disulfoton","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Disulfoton","Garbanzo Beans, Canned","189","0"," "," "," ","0.0015","M","NT"
"Disulfoton","Grapefruit","271","0"," "," "," ","0.02","M","NT"
"Disulfoton","Mangoes","90","0"," "," "," ","0.0025 - 0.02","M","NT"
"Disulfoton","Milk","711","0"," "," "," ","0.02","M","NT"
"Disulfoton","Olives, Canned","754","0"," "," "," ","0.0025 - 0.02","M","NT"
"Disulfoton","Onion","708","0"," "," "," ","0.005","M","NT"
"Disulfoton","Pineapple, Canned","756","0"," "," "," ","0.005 - 0.1","M","NT"
"Disulfoton","Snap Peas","710","0"," "," "," ","0.05","M","NT"
"Disulfoton","Sweet Potatoes","701","0"," "," "," ","0.05","M","NT"
"Disulfoton","Tomatoes, Canned","566","0"," "," "," ","0.0015 - 0.005","M","NT"
"Disulfoton oxygen analog","Apple Sauce","570","0"," "," "," ","0.001","M","NT"
"Disulfoton oxygen analog","Asparagus","354","0"," "," "," ","0.001","M","0.1"
"Disulfoton oxygen analog","Cranberries","311","0"," "," "," ","0.001","M","NT"
"Disulfoton oxygen analog","Cranberries, Frozen","428","0"," "," "," ","0.001","M","NT"
"Disulfoton oxygen analog","Garbanzo Beans, Canned","189","0"," "," "," ","0.0012","M","NT"
"Disulfoton oxygen analog","Grapefruit","255","0"," "," "," ","0.001","M","NT"
"Disulfoton oxygen analog","Lettuce","378","0"," "," "," ","0.001","M","0.75/2"
"Disulfoton oxygen analog","Mangoes","87","0"," "," "," ","0.001","M","NT"
"Disulfoton oxygen analog","Onion","360","0"," "," "," ","0.0012","M","NT"
"Disulfoton oxygen analog","Pineapple, Canned","359","0"," "," "," ","0.005","M","NT"
"Disulfoton oxygen analog","Plums, Dried (Prunes)","191","0"," "," "," ","0.001","M","NT"
"Disulfoton oxygen analog","Snap Peas","710","0"," "," "," ","0.03","M","NT"
"Disulfoton oxygen analog","Sweet Potatoes","701","0"," "," "," ","0.005","M","NT"
"Disulfoton oxygen analog","Tomatoes, Canned","566","0"," "," "," ","0.0012","M","NT"
"Disulfoton sulfone","Apple Sauce","570","0"," "," "," ","0.02","M","NT"
"Disulfoton sulfone","Asparagus","354","0"," "," "," ","0.02","M","0.1"
"Disulfoton sulfone","Cabbage","354","0"," "," "," ","0.01","M","0.75"
"Disulfoton sulfone","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Disulfoton sulfone","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Disulfoton sulfone","Grapefruit","271","0"," "," "," ","0.0012","M","NT"
"Disulfoton sulfone","Lettuce","378","0"," "," "," ","0.02","M","0.75/2"
"Disulfoton sulfone","Mangoes","90","0"," "," "," ","0.0012","M","NT"
"Disulfoton sulfone","Milk","711","0"," "," "," ","0.0012","M","NT"
"Disulfoton sulfone","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Disulfoton sulfone","Onion","708","0"," "," "," ","0.001 - 0.01","M","NT"
"Disulfoton sulfone","Pineapple, Canned","756","0"," "," "," ","0.01","M","NT"
"Disulfoton sulfone","Plums, Dried (Prunes)","191","0"," "," "," ","0.02","M","NT"
"Disulfoton sulfone","Snap Peas","710","0"," "," "," ","0.04","M","NT"
"Disulfoton sulfone","Sweet Potatoes","701","0"," "," "," ","0.01","M","NT"
"Disulfoton sulfone","Tomatoes, Canned","566","0"," "," "," ","0.001","M","NT"
"Disulfoton sulfone","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Disulfoton sulfone oxygen analog","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Disulfoton sulfone oxygen analog","Onion","360","0"," "," "," ","0.003","M","NT"
