Pesticide Name,Commodity,Number of Samples Analyzed,Number of Samples with Detects,Pct of Samples with Detects,Min Detect,Max Detect,LOD Range,pp_,EPA Tolerance (ppm)
"Phorate oxygen analog sulfoxide","Green Beans","754","0"," "," "," ","0.002","M","0.05"
"Phorate oxygen analog sulfoxide","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Phorate oxygen analog sulfoxide","Spinach","350","0"," "," "," ","0.005","M","NT"
"Phorate oxygen analog sulfoxide","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Phorate oxygen analog sulfoxide","Sweet Corn, Fresh","468","0"," "," "," ","0.002 - 0.0025","M","0.05"
"Phorate oxygen analog sulfoxide","Sweet Corn, Frozen","65","0"," "," "," ","0.002 - 0.0025","M","0.05"
"Phorate sulfone","Apples","708","0"," "," "," ","0.01","M","NT"
"Phorate sulfone","Cherries","232","0"," "," "," ","0.03","M","NT"
"Phorate sulfone","Cherries, Frozen","453","0"," "," "," ","0.03","M","NT"
"Phorate sulfone","Cucumbers","378","0"," "," "," ","0.02","M","NT"
"Phorate sulfone","Grapefruit","177","0"," "," "," ","0.0025 - 0.005","M","NT"
"Phorate sulfone","Green Beans","754","0"," "," "," ","0.005","M","0.05"
"Phorate sulfone","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Phorate sulfone","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"Phorate sulfone","Oranges","707","0"," "," "," ","0.02","M","NT"
"Phorate sulfone","Peanut Butter","315","0"," "," "," ","0.2","M","0.1"
"Phorate sulfone","Potatoes","707","3","0.4","0.005","0.027","0.003","M","0.2"
"Phorate sulfone","Spinach","708","0"," "," "," ","0.003 - 0.03","M","NT"
"Phorate sulfone","Strawberries","706","0"," "," "," ","0.0025","M","NT"
"Phorate sulfone","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.005","M","0.05"
"Phorate sulfone","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.005","M","0.05"
"Phorate sulfone","Tomatoes","708","0"," "," "," ","0.003 - 0.01","M","NT"
"Phorate sulfone","Watermelon","370","0"," "," "," ","0.01","M","NT"
"Phorate sulfoxide","Apples","708","0"," "," "," ","0.01","M","NT"
"Phorate sulfoxide","Cherries","232","0"," "," "," ","0.0051","M","NT"
"Phorate sulfoxide","Cherries, Frozen","453","0"," "," "," ","0.0051","M","NT"
"Phorate sulfoxide","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Phorate sulfoxide","Grapefruit","177","0"," "," "," ","0.001 - 0.0012","M","NT"
"Phorate sulfoxide","Green Beans","754","0"," "," "," ","0.001","M","0.05"
"Phorate sulfoxide","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Phorate sulfoxide","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Phorate sulfoxide","Oranges","707","0"," "," "," ","0.01","M","NT"
"Phorate sulfoxide","Peaches","362","0"," "," "," ","0.01","M","NT"
"Phorate sulfoxide","Potatoes","707","4","0.6","0.0061","0.024","0.005","M","0.2"
"Phorate sulfoxide","Spinach","708","0"," "," "," ","0.0015 - 0.0051","M","NT"
"Phorate sulfoxide","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Phorate sulfoxide","Sweet Corn, Fresh","468","0"," "," "," ","0.001 - 0.0025","M","0.05"
"Phorate sulfoxide","Sweet Corn, Frozen","65","0"," "," "," ","0.001 - 0.0025","M","0.05"
"Phorate sulfoxide","Tomatoes","708","0"," "," "," ","0.0015","M","NT"
"Phorate sulfoxide","Watermelon","370","0"," "," "," ","0.01","M","NT"
"Phosalone","Apples","708","0"," "," "," ","0.001","M","10.0"
"Phosalone","Cherries","232","0"," "," "," ","0.013","M","15.0"
"Phosalone","Cherries, Frozen","453","0"," "," "," ","0.013","M","15.0"
"Phosalone","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Phosalone","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Phosalone","Grapes","708","0"," "," "," ","0.003","M","10.0"
"Phosalone","Lettuce","378","0"," "," "," ","0.001","M","NT"
"Phosalone","Nectarines","578","0"," "," "," ","0.0025 - 0.005","M","15.0"
"Phosalone","Oranges","707","0"," "," "," ","0.005","M","NT"
"Phosalone","Peaches","362","0"," "," "," ","0.005","M","15.0"
"Phosalone","Pears","705","0"," "," "," ","0.003","M","10.0"
"Phosalone","Potatoes","707","0"," "," "," ","0.0024 - 0.008","M","NT"
"Phosalone","Spinach","708","0"," "," "," ","0.0024 - 0.013","M","NT"
"Phosalone","Strawberries","706","0"," "," "," ","0.0025 - 0.005","M","NT"
"Phosalone","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Phosalone","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Phosalone","Tomatoes","708","0"," "," "," ","0.0024 - 0.008","M","NT"
"Phosalone","Watermelon","370","0"," "," "," ","0.001","M","NT"
"Phosmet","Apples","708","41","5.8","0.011","0.43","0.01","M","10"
"Phosmet","Cherries","232","0"," "," "," ","0.025","M","10"
"Phosmet","Cherries, Frozen","453","9","2","0.025","0.29","0.025","M","10"
"Phosmet","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Phosmet","Grapefruit","177","0"," "," "," ","0.0012 - 0.01","M","5"
"Phosmet","Grapes","708","0"," "," "," ","0.015","M","10"
"Phosmet","Green Beans","754","0"," "," "," ","0.01","M","NT"
"Phosmet","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Phosmet","Nectarines","578","25","4.3","0.0059","0.29","0.0012 - 0.005","M","5"
"Phosmet","Oranges","707","0"," "," "," ","0.005","M","5"
"Phosmet","Peaches","362","17","4.7","0.0063","0.41","0.005","M","10"
"Phosmet","Peanut Butter","315","0"," "," "," ","0.05","M","NT"
"Phosmet","Pears","705","10","1.4","0.025","0.1574","0.015","M","10"
"Phosmet","Spinach","350","0"," "," "," ","0.025","M","NT"
"Phosmet","Strawberries","706","0"," "," "," ","0.0012 - 0.005","M","NT"
"Phosmet","Sweet Corn, Fresh","468","0"," "," "," ","0.005 - 0.01","M","NT"
"Phosmet","Sweet Corn, Frozen","65","0"," "," "," ","0.005 - 0.01","M","NT"
"Phosmet","Watermelon","370","0"," "," "," ","0.01","M","NT"
"Phosmet oxygen analog","Apples","413","0"," "," "," ","0.004","M","10"
"Phosmet oxygen analog","Cherries","232","0"," "," "," ","0.0059","M","10"
"Phosmet oxygen analog","Cherries, Frozen","453","2","0.4","0.007","0.0075","0.0059","M","10"
"Phosmet oxygen analog","Grapefruit","177","0"," "," "," ","0.001 - 0.0012","M","5"
"Phosmet oxygen analog","Grapes","708","0"," "," "," ","0.002","M","10"
"Phosmet oxygen analog","Green Beans","754","0"," "," "," ","0.001","M","NT"
"Phosmet oxygen analog","Lettuce","378","0"," "," "," ","0.004","M","NT"
"Phosmet oxygen analog","Nectarines","578","5","0.9","0.0013","0.0047","0.0012 - 0.0025","M","5"
"Phosmet oxygen analog","Peanut Butter","315","0"," "," "," ","0.1","M","NT"
"Phosmet oxygen analog","Pears","705","3","0.4","0.0033","0.0338","0.002","M","10"
"Phosmet oxygen analog","Spinach","350","0"," "," "," ","0.006","M","NT"
"Phosmet oxygen analog","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Phosmet oxygen analog","Sweet Corn, Fresh","468","0"," "," "," ","0.001 - 0.0025","M","NT"
"Phosmet oxygen analog","Sweet Corn, Frozen","65","0"," "," "," ","0.001 - 0.0025","M","NT"
"Phosmet oxygen analog","Watermelon","177","0"," "," "," ","0.004","M","NT"
"Phosphamidon","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Phosphamidon","Grapefruit","90","0"," "," "," ","0.005","M","NT"
"Phosphamidon","Nectarines","578","0"," "," "," ","0.005","M","NT"
"Phosphamidon","Oranges","707","0"," "," "," ","0.01","M","NT"
"Phosphamidon","Peaches","362","0"," "," "," ","0.01","M","NT"
"Phosphamidon","Potatoes","707","0"," "," "," ","0.003","M","NT"
"Phosphamidon","Spinach","358","0"," "," "," ","0.003","M","NT"
"Phosphamidon","Strawberries","706","0"," "," "," ","0.005","M","NT"
"Phosphamidon","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Phosphamidon","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Phosphamidon","Tomatoes","708","0"," "," "," ","0.003","M","NT"
"Phoxim","Cherries","232","0"," "," "," ","0.024","M","NT"
"Phoxim","Cherries, Frozen","453","0"," "," "," ","0.024","M","NT"
"Phoxim","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Phoxim","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Phoxim","Spinach","350","0"," "," "," ","0.024","M","NT"
"Phoxim","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Phoxim","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Phoxim","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Picoxystrobin","Grapefruit","177","0"," "," "," ","0.005","M","NT"
"Picoxystrobin","Nectarines","578","0"," "," "," ","0.005","M","NT"
"Picoxystrobin","Strawberries","706","0"," "," "," ","0.005","M","NT"
"Picoxystrobin","Sweet Corn, Fresh","468","0"," "," "," ","0.005","M","0.04"
"Picoxystrobin","Sweet Corn, Frozen","65","0"," "," "," ","0.005","M","0.04"
"Piperonyl butoxide","Apples","708","0"," "," "," ","0.005","M","8"
"Piperonyl butoxide","Cherries","232","0"," "," "," ","0.013","M","8"
"Piperonyl butoxide","Cherries, Frozen","453","0"," "," "," ","0.013","M","8"
"Piperonyl butoxide","Cucumbers","378","2","0.5","0.023","0.029","0.005","M","EX3"
"Piperonyl butoxide","Grapefruit","177","0"," "," "," ","0.01 - 0.025","M","EX3"
"Piperonyl butoxide","Grapes","708","0"," "," "," ","0.005","M","8"
"Piperonyl butoxide","Green Beans","754","0"," "," "," ","0.03","M","8"
"Piperonyl butoxide","Lettuce","378","0"," "," "," ","0.005","M","EX3"
"Piperonyl butoxide","Nectarines","578","0"," "," "," ","0.005 - 0.01","M","8"
"Piperonyl butoxide","Oranges","707","1","0.1","0.0061","0.0061","0.005","M","8"
"Piperonyl butoxide","Peaches","362","0"," "," "," ","0.005","M","8"
"Piperonyl butoxide","Pears","705","2","0.3","0.0083","0.098","0.005","M","8"
"Piperonyl butoxide","Potatoes","707","0"," "," "," ","0.003","M","0.25"
"Piperonyl butoxide","Spinach","708","0"," "," "," ","0.0045 - 0.013","M","EX3"
"Piperonyl butoxide","Strawberries","706","49","6.9","0.0055","1.4","0.005 - 0.01","M","EX3"
"Piperonyl butoxide","Sweet Corn, Fresh","468","0"," "," "," ","0.005 - 0.025","M","EX3"
"Piperonyl butoxide","Sweet Corn, Frozen","65","0"," "," "," ","0.005 - 0.025","M","EX3"
"Piperonyl butoxide","Tomatoes","708","13","1.8","0.005","0.44","0.003","M","8"
"Piperonyl butoxide","Watermelon","370","0"," "," "," ","0.005","M","EX3"
"Pirimicarb","Cherries","232","0"," "," "," ","0.0015","M","NT"
"Pirimicarb","Cherries, Frozen","453","0"," "," "," ","0.0015","M","NT"
"Pirimicarb","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Pirimicarb","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Pirimicarb","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Pirimicarb","Oranges","707","0"," "," "," ","0.005","M","NT"
"Pirimicarb","Peaches","362","0"," "," "," ","0.005","M","NT"
"Pirimicarb","Potatoes","707","0"," "," "," ","0.001","M","NT"
"Pirimicarb","Spinach","708","0"," "," "," ","0.001 - 0.0015","M","NT"
"Pirimicarb","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Pirimicarb","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Pirimicarb","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Pirimicarb","Tomatoes","708","0"," "," "," ","0.001","M","NT"
"Pirimicarb desmethyl","Cherries","232","0"," "," "," ","0.001","M","NT"
"Pirimicarb desmethyl","Cherries, Frozen","453","0"," "," "," ","0.001","M","NT"
"Pirimicarb desmethyl","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Pirimicarb desmethyl","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Pirimicarb desmethyl","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Pirimicarb desmethyl","Oranges","707","0"," "," "," ","0.01","M","NT"
"Pirimicarb desmethyl","Peaches","362","0"," "," "," ","0.01","M","NT"
"Pirimicarb desmethyl","Spinach","350","0"," "," "," ","0.001","M","NT"
"Pirimicarb desmethyl","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Pirimicarb desmethyl","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Pirimicarb desmethyl","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Pirimiphos methyl","Apples","708","0"," "," "," ","0.001","M","NT"
"Pirimiphos methyl","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Pirimiphos methyl","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Pirimiphos methyl","Lettuce","378","0"," "," "," ","0.001","M","NT"
"Pirimiphos methyl","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Pirimiphos methyl","Oranges","707","0"," "," "," ","0.005","M","NT"
"Pirimiphos methyl","Peaches","362","0"," "," "," ","0.005","M","NT"
"Pirimiphos methyl","Potatoes","707","0"," "," "," ","0.001","M","NT"
"Pirimiphos methyl","Spinach","358","0"," "," "," ","0.001","M","NT"
"Pirimiphos methyl","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Pirimiphos methyl","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Pirimiphos methyl","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Pirimiphos methyl","Tomatoes","708","0"," "," "," ","0.001","M","NT"
"Pirimiphos methyl","Watermelon","370","0"," "," "," ","0.001","M","NT"
"Pirimiphos-ethyl","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Pirimiphos-ethyl","Strawberries","174","0"," "," "," ","0.0012","M","NT"
"Prallethrin","Apples","708","0"," "," "," ","0.01","M","1.0"
"Prallethrin","Cherries","232","0"," "," "," ","0.1","M","1.0"
"Prallethrin","Cherries, Frozen","453","0"," "," "," ","0.1","M","1.0"
"Prallethrin","Grapefruit","177","0"," "," "," ","0.02 - 0.1","M","1.0"
"Prallethrin","Grapes","708","0"," "," "," ","0.03","M","1.0"
"Prallethrin","Green Beans","722","0"," "," "," ","0.2","M","1.0"
"Prallethrin","Nectarines","578","0"," "," "," ","0.02","M","1.0"
"Prallethrin","Peanut Butter","315","0"," "," "," ","0.05","M","1.0"
"Prallethrin","Pears","705","0"," "," "," ","0.03","M","1.0"
"Prallethrin","Spinach","350","0"," "," "," ","0.099","M","1.0"
"Prallethrin","Strawberries","706","0"," "," "," ","0.02","M","1.0"
"Prallethrin","Sweet Corn, Fresh","468","0"," "," "," ","0.01 - 0.02","M","1.0"
"Prallethrin","Sweet Corn, Frozen","65","0"," "," "," ","0.01 - 0.02","M","1.0"
"Prallethrin","Watermelon","370","0"," "," "," ","0.01","M","1.0"
"Prochloraz","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Prochloraz","Grapefruit","90","0"," "," "," ","0.005","M","NT"
"Prochloraz","Nectarines","578","0"," "," "," ","0.005 - 0.01","M","NT"
"Prochloraz","Oranges","707","0"," "," "," ","0.005","M","NT"
"Prochloraz","Peaches","362","0"," "," "," ","0.005","M","NT"
"Prochloraz","Strawberries","706","0"," "," "," ","0.005 - 0.01","M","NT"
"Prochloraz","Sweet Corn, Fresh","250","0"," "," "," ","0.01","M","NT"
"Prochloraz","Sweet Corn, Frozen","20","0"," "," "," ","0.01","M","NT"
"Procymidone","Apples","708","0"," "," "," ","0.01","M","NT"
"Procymidone","Cherries","232","0"," "," "," ","0.0095 - 0.01","M","NT"
"Procymidone","Cherries, Frozen","453","0"," "," "," ","0.0095 - 0.01","M","NT"
"Procymidone","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Procymidone","Grapefruit","90","0"," "," "," ","0.005","M","NT"
"Procymidone","Grapes","708","0"," "," "," ","0.02","M","5.0"
"Procymidone","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Procymidone","Nectarines","578","0"," "," "," ","0.005 - 0.01","M","NT"
"Procymidone","Oranges","707","0"," "," "," ","0.005","M","NT"
"Procymidone","Peaches","362","0"," "," "," ","0.005","M","NT"
"Procymidone","Spinach","350","0"," "," "," ","0.0097","M","NT"
"Procymidone","Strawberries","706","0"," "," "," ","0.005 - 0.01","M","NT"
"Procymidone","Sweet Corn, Fresh","250","0"," "," "," ","0.01","M","NT"
"Procymidone","Sweet Corn, Frozen","20","0"," "," "," ","0.01","M","NT"
"Procymidone","Watermelon","370","0"," "," "," ","0.01","M","NT"
"Profenofos","Apples","708","0"," "," "," ","0.075","M","NT"
"Profenofos","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Profenofos","Grapefruit","177","0"," "," "," ","0.005","M","NT"
"Profenofos","Grapes","708","0"," "," "," ","0.005","M","NT"
"Profenofos","Lettuce","378","0"," "," "," ","0.075","M","NT"
"Profenofos","Nectarines","578","0"," "," "," ","0.005","M","NT"
"Profenofos","Oranges","707","0"," "," "," ","0.01","M","NT"
"Profenofos","Peaches","362","0"," "," "," ","0.01","M","NT"
"Profenofos","Potatoes","707","0"," "," "," ","0.0018","M","NT"
"Profenofos","Spinach","708","0"," "," "," ","0.0018 - 0.004","M","NT"
"Profenofos","Strawberries","706","1","0.1","0.039","0.039","0.005","M","NT"
"Profenofos","Sweet Corn, Fresh","410","0"," "," "," ","0.005","M","NT"
"Profenofos","Sweet Corn, Frozen","64","0"," "," "," ","0.005","M","NT"
"Profenofos","Tomatoes","708","0"," "," "," ","0.0018","M","NT"
"Profenofos","Watermelon","370","0"," "," "," ","0.075","M","NT"
"Profluralin","Grapefruit","90","0"," "," "," ","0.02","M","NT"
"Profluralin","Nectarines","578","0"," "," "," ","0.01 - 0.02","M","NT"
"Profluralin","Strawberries","706","0"," "," "," ","0.005 - 0.02","M","NT"
"Profluralin","Sweet Corn, Fresh","250","0"," "," "," ","0.005 - 0.01","M","NT"
"Profluralin","Sweet Corn, Frozen","20","0"," "," "," ","0.005 - 0.01","M","NT"
"Profoxydim","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Profoxydim","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"Profoxydim","Strawberries","706","0"," "," "," ","0.0025","M","NT"
"Profoxydim","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Profoxydim","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Promecarb","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Promecarb","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Promecarb","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Promecarb","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Promecarb","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Prometryn","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Prometryn","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"Prometryn","Potatoes","707","0"," "," "," ","0.001","M","NT"
"Prometryn","Spinach","358","30","8.4","0.002","0.033","0.001","M","NT"
"Prometryn","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Prometryn","Sweet Corn, Fresh","82","0"," "," "," ","0.0025","M","NT"
"Prometryn","Sweet Corn, Frozen","8","0"," "," "," ","0.0025","M","NT"
"Prometryn","Tomatoes","708","0"," "," "," ","0.001","M","NT"
"Pronamide","Apples","708","0"," "," "," ","0.002","M","0.1"
"Pronamide","Cherries","232","0"," "," "," ","0.012","M","0.1"
"Pronamide","Cherries, Frozen","453","0"," "," "," ","0.012","M","0.1"
"Pronamide","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Pronamide","Grapefruit","177","0"," "," "," ","0.0025 - 0.05","M","NT"
"Pronamide","Grapes","708","0"," "," "," ","0.003","M","0.1"
"Pronamide","Green Beans","754","0"," "," "," ","0.005","M","NT"
"Pronamide","Lettuce","378","1","0.3","0.003","0.003","0.002","M","1.0"
"Pronamide","Nectarines","578","0"," "," "," ","0.0025","M","0.1"
"Pronamide","Oranges","707","0"," "," "," ","0.005","M","NT"
"Pronamide","Peaches","362","0"," "," "," ","0.005","M","0.1"
"Pronamide","Pears","705","0"," "," "," ","0.003","M","0.1"
"Pronamide","Potatoes","707","0"," "," "," ","0.001","M","NT"
"Pronamide","Spinach","708","2","0.3","0.002","0.002","0.001 - 0.012","M","NT"
"Pronamide","Strawberries","706","0"," "," "," ","0.0025","M","NT"
"Pronamide","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.005","M","NT"
"Pronamide","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.005","M","NT"
"Pronamide","Tomatoes","708","0"," "," "," ","0.001 - 0.003","M","NT"
"Pronamide","Watermelon","370","0"," "," "," ","0.002","M","NT"
"Propachlor","Potatoes","707","0"," "," "," ","0.001","M","NT"
"Propachlor","Spinach","358","0"," "," "," ","0.001","M","NT"
"Propachlor","Tomatoes","708","0"," "," "," ","0.001","M","NT"
"Propamocarb","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Propamocarb","Nectarines","578","0"," "," "," ","0.0012 - 0.005","M","NT"
"Propamocarb","Strawberries","706","3","0.4","0.0031","0.0059","0.0012 - 0.005","M","NT"
"Propamocarb","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Propamocarb","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Propamocarb hydrochloride","Apples","708","0"," "," "," ","0.002","M","NT"
"Propamocarb hydrochloride","Cucumbers","378","207","54.8","0.011","1.1","0.01","M","1.5"
"Propamocarb hydrochloride","Grapefruit","87","0"," "," "," ","0.001","M","NT"
"Propamocarb hydrochloride","Green Beans","754","18","2.4","0.0011","0.28","0.001","M","NT"
"Propamocarb hydrochloride","Lettuce","378","91","24.1","0.002","9","0.002","M","90"
"Propamocarb hydrochloride","Oranges","707","0"," "," "," ","0.01","M","NT"
"Propamocarb hydrochloride","Peaches","362","0"," "," "," ","0.01","M","NT"
"Propamocarb hydrochloride","Spinach","350","69","19.7","0.001","1","0.001","M","NT"
"Propamocarb hydrochloride","Sweet Corn, Fresh","218","0"," "," "," ","0.001","M","NT"
"Propamocarb hydrochloride","Sweet Corn, Frozen","45","0"," "," "," ","0.001","M","NT"
"Propamocarb hydrochloride","Watermelon","370","17","4.6","0.002","0.006","0.002","M","1.5"
"Propanil","Grapefruit","90","0"," "," "," ","0.01","M","NT"
"Propanil","Nectarines","578","0"," "," "," ","0.01","M","NT"
"Propanil","Strawberries","706","0"," "," "," ","0.01","M","NT"
"Propanil","Sweet Corn, Fresh","250","0"," "," "," ","0.01","M","NT"
"Propanil","Sweet Corn, Frozen","20","0"," "," "," ","0.01","M","NT"
"Propaquizafop","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Propaquizafop","Nectarines","578","0"," "," "," ","0.0012 - 0.005","M","NT"
"Propaquizafop","Strawberries","706","0"," "," "," ","0.0012 - 0.005","M","NT"
"Propaquizafop","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Propaquizafop","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Propargite","Apples","708","0"," "," "," ","0.05","M","NT"
"Propargite","Cherries","232","0"," "," "," ","0.036","M","NT"
"Propargite","Cherries, Frozen","453","0"," "," "," ","0.036","M","NT"
"Propargite","Cucumbers","378","0"," "," "," ","0.02","M","NT"
"Propargite","Grapefruit","177","0"," "," "," ","0.0012 - 0.01","M","5.0"
"Propargite","Grapes","708","1","0.1","0.0083","0.0083","0.005","M","10.0"
"Propargite","Lettuce","378","0"," "," "," ","0.05","M","NT"
"Propargite","Nectarines","578","11","1.9","0.0026","0.55","0.0012 - 0.0025","M","4.0"
"Propargite","Oranges","707","0"," "," "," ","0.02","M","10.0"
"Propargite","Peaches","362","0"," "," "," ","0.02","M","NT"
"Propargite","Peanut Butter","315","0"," "," "," ","0.1","M","0.1"
"Propargite","Potatoes","707","0"," "," "," ","0.006","M","0.1"
"Propargite","Spinach","708","0"," "," "," ","0.006 - 0.036","M","NT"
"Propargite","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Propargite","Sweet Corn, Fresh","468","1","0.2","0.0066","0.0066","0.0025 - 0.005","M","0.1"
"Propargite","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.005","M","0.1"
"Propargite","Tomatoes","708","0"," "," "," ","0.006","M","NT"
"Propargite","Watermelon","370","0"," "," "," ","0.05","M","NT"
"Propetamphos","Apples","708","0"," "," "," ","0.01","M","0.1"
"Propetamphos","Cherries","232","0"," "," "," ","0.01","M","0.1"
"Propetamphos","Cherries, Frozen","453","0"," "," "," ","0.01","M","0.1"
"Propetamphos","Cucumbers","378","0"," "," "," ","0.01","M","0.1"
"Propetamphos","Grapefruit","177","0"," "," "," ","0.005","M","0.1"
"Propetamphos","Grapes","708","0"," "," "," ","0.01","M","0.1"
"Propetamphos","Green Beans","754","0"," "," "," ","0.1","M","0.1"
"Propetamphos","Lettuce","378","0"," "," "," ","0.01","M","0.1"
"Propetamphos","Nectarines","578","0"," "," "," ","0.005","M","0.1"
"Propetamphos","Oranges","707","0"," "," "," ","0.01","M","0.1"
"Propetamphos","Peaches","362","0"," "," "," ","0.01","M","0.1"
"Propetamphos","Peanut Butter","315","0"," "," "," ","0.3","M","0.1"
"Propetamphos","Pears","705","0"," "," "," ","0.01","M","0.1"
"Propetamphos","Potatoes","707","0"," "," "," ","0.0015","M","0.1"
"Propetamphos","Spinach","708","0"," "," "," ","0.0015 - 0.0099","M","0.1"
"Propetamphos","Strawberries","706","0"," "," "," ","0.005","M","0.1"
"Propetamphos","Sweet Corn, Fresh","468","0"," "," "," ","0.005","M","0.1"
"Propetamphos","Sweet Corn, Frozen","65","0"," "," "," ","0.005","M","0.1"
"Propetamphos","Tomatoes","708","0"," "," "," ","0.0015","M","0.1"
"Propetamphos","Watermelon","370","0"," "," "," ","0.01","M","0.1"
"Propham","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Propham","Nectarines","578","0"," "," "," ","0.0025 - 0.005","M","NT"
"Propham","Strawberries","706","0"," "," "," ","0.0025 - 0.005","M","NT"
"Propham","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Propham","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Propiconazole","Apples","708","0"," "," "," ","0.01","M","NT"
"Propiconazole","Cherries","232","2","0.9","0.022","0.059","0.018","M","4.0"
"Propiconazole","Cherries, Frozen","453","47","10.4","0.018","0.21","0.018","M","4.0"
"Propiconazole","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Propiconazole","Grapefruit","177","1","0.6","0.013","0.013","0.005","M","8.0"
"Propiconazole","Green Beans","754","1","0.1","0.0056","0.0056","0.005","M","0.70"
"Propiconazole","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Propiconazole","Nectarines","578","117","20.2","0.0067","0.64","0.005 - 0.01","M","4.0"
"Propiconazole","Oranges","707","0"," "," "," ","0.01","M","8.0"
"Propiconazole","Peaches","362","75","20.7","0.01","0.76","0.01","M","4.0"
