78,"t","2011 Certified Organic Production Survey: Released October 4, 2012, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
78,"t","Table 6.  Organic Field Crops Harvested and Value of Sales from Certified Organic Farms - United States and States:  2011 (Continued)"
78,"h","","","","","","",""
78,"h","","Sales - Con.","Sales - Con.","Sales - Con.","Sales - Con.","Sales - Con.","Sales - Con."
78,"h","","","","","","",""
78,"h","","Sold as certified organic","Sold as certified organic","Sold as certified organic","Sold as conventional","Sold as conventional","Sold as conventional"
78,"h","","","","","","",""
78,"h","Crop and geographic area","Farms","Quantity","Dollars","Farms","Quantity","Dollars"
78,"h","","","","","","",""
78,"d","ALL FIELD CROPS",,,,,,
78,"d","",,,,,,
78,"d","United States",3051,"(X)",439693907,809,"(X)",25190514
78,"d","",,,,,,
78,"d","Alabama",-,"(X)",-,-,"(X)",-
78,"d","Arizona",7,"(X)",5179209,-,"(X)",-
78,"d","Arkansas",4,"(X)","(D)",-,"(X)",-
78,"d","California",179,"(X)",53080060,18,"(X)",3031159
78,"d","Colorado",61,"(X)",12511770,12,"(X)",698969
78,"d","",,,,,,
78,"d","Connecticut",3,"(X)",15741,-,"(X)",-
78,"d","Delaware",2,"(X)","(D)",-,"(X)",-
78,"d","Florida",2,"(X)","(D)",1,"(X)","(D)"
78,"d","Georgia",5,"(X)","(D)",1,"(X)","(D)"
78,"d","Hawaii",4,"(X)","(D)",-,"(X)",-
78,"d","",,,,,,
78,"d","Idaho",90,"(X)",17274641,37,"(X)",3286906
78,"d","Illinois",84,"(X)",17749785,37,"(X)",815322
78,"d","Indiana",50,"(X)",1419937,13,"(X)",53049
78,"d","Iowa",300,"(X)",27509533,112,"(X)",946336
78,"d","Kansas",56,"(X)",9734031,15,"(X)",249822
78,"d","",,,,,,
78,"d","Kentucky",18,"(X)","(D)",1,"(X)","(D)"
78,"d","Louisiana",4,"(X)",47039,-,"(X)",-
78,"d","Maine",39,"(X)",1144942,7,"(X)",17640
78,"d","Maryland",31,"(X)","(D)",8,"(X)",61717
78,"d","Massachusetts",4,"(X)",46175,-,"(X)",-
78,"d","",,,,,,
78,"d","Michigan",114,"(X)",35273164,27,"(X)",633167
78,"d","Minnesota",238,"(X)",27493989,78,"(X)",516909
78,"d","Mississippi",-,"(X)",-,-,"(X)",-
78,"d","Missouri",74,"(X)",5915796,19,"(X)",119961
78,"d","Montana",76,"(X)",22780893,20,"(X)",664515
78,"d","",,,,,,
78,"d","Nebraska",106,"(X)",23742681,44,"(X)",1866435
78,"d","Nevada",12,"(X)","(D)",3,"(X)","(D)"
78,"d","New Hampshire",12,"(X)","(D)",2,"(X)","(D)"
78,"d","New Jersey",1,"(X)","(D)",-,"(X)",-
78,"d","New Mexico",18,"(X)","(D)",2,"(X)","(D)"
78,"d","",,,,,,
78,"d","New York",245,"(X)",21319045,67,"(X)",734086
78,"d","North Carolina",48,"(X)",5667139,4,"(X)",20509
78,"d","North Dakota",97,"(X)",15511509,20,"(X)",828792
78,"d","Ohio",144,"(X)",10658803,50,"(X)",344888
78,"d","Oklahoma",3,"(X)",111318,5,"(X)",118788
78,"d","",,,,,,
78,"d","Oregon",100,"(X)",31089712,12,"(X)",490025
78,"d","Pennsylvania",128,"(X)",4968709,14,"(X)",111941
78,"d","Rhode Island",1,"(X)","(D)",-,"(X)",-
78,"d","South Carolina",3,"(X)","(D)",1,"(X)","(D)"
78,"d","South Dakota",49,"(X)",7471707,26,"(X)",658360
78,"d","",,,,,,
78,"d","Tennessee",4,"(X)",260021,-,"(X)",-
78,"d","Texas",57,"(X)",14156965,7,"(X)",224012
78,"d","Utah",26,"(X)",7405026,8,"(X)",1162962
78,"d","Vermont",81,"(X)",2955817,17,"(X)",215273
78,"d","Virginia",30,"(X)","(D)",10,"(X)",62985
78,"d","",,,,,,
78,"d","Washington",84,"(X)",15014404,22,"(X)","(D)"
78,"d","West Virginia",-,"(X)",-,-,"(X)",-
78,"d","Wisconsin",326,"(X)",15266304,78,"(X)",577058
78,"d","Wyoming",31,"(X)",9097465,11,"(X)","(D)"
78,"c",""
78,"c","See footnote(s) at end of table.","--continued"
