80,"t","2011 Certified Organic Production Survey: Released October 4, 2012, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
80,"t","Table 6.  Organic Field Crops Harvested and Value of Sales from Certified Organic Farms - United States and States:  2011 (Continued)"
80,"h","","","","","","",""
80,"h","","Sales - Con.","Sales - Con.","Sales - Con.","Sales - Con.","Sales - Con.","Sales - Con."
80,"h","","","","","","",""
80,"h","","Sold as certified organic","Sold as certified organic","Sold as certified organic","Sold as conventional","Sold as conventional","Sold as conventional"
80,"h","","","","","","",""
80,"h","Crop and geographic area","Farms","Quantity","Dollars","Farms","Quantity","Dollars"
80,"h","","","","","","",""
80,"d","ALFALFA AND ALFALFA MIXTURES",,,,,,
80,"d"," FOR DRY HAY (TONS)",,,,,,
80,"d","",,,,,,
80,"d","United States",769,312693,60647429,284,69820,8831599
80,"d","",,,,,,
80,"d","Arizona",2,"(D)","(D)",-,-,-
80,"d","California",40,41222,8801406,4,2340,476136
80,"d","Colorado",30,14577,"(D)",7,2490,"(D)"
80,"d","Delaware",2,"(D)","(D)",-,-,-
80,"d","Idaho",54,"(D)",9940124,26,"(D)",2876740
80,"d","",,,,,,
80,"d","Illinois",19,3001,435139,13,3335,337965
80,"d","Indiana",19,1411,410706,8,244,39788
80,"d","Iowa",70,12088,1643375,46,5646,515776
80,"d","Kansas",15,1559,302073,4,433,75203
80,"d","Kentucky",7,"(D)","(D)",1,"(D)","(D)"
80,"d","",,,,,,
80,"d","Maine",1,"(D)","(D)",-,-,-
80,"d","Maryland",7,"(D)","(D)",2,"(D)","(D)"
80,"d","Massachusetts",-,-,-,-,-,-
80,"d","Michigan",21,"(D)","(D)",1,"(D)","(D)"
80,"d","Minnesota",70,25277,3478227,32,5209,348506
80,"d","",,,,,,
80,"d","Missouri",3,"(D)","(D)",1,"(D)","(D)"
80,"d","Montana",11,3011,388176,6,1149,55000
80,"d","Nebraska",33,15325,2944427,24,8326,1240500
80,"d","Nevada",8,"(D)","(D)",3,"(D)","(D)"
80,"d","New Hampshire",-,-,-,-,-,-
80,"d","",,,,,,
80,"d","New Jersey",-,-,-,-,-,-
80,"d","New Mexico",11,"(D)","(D)",2,"(D)","(D)"
80,"d","New York",52,9332,1225235,3,206,16330
80,"d","North Dakota",9,"(D)",1137102,11,"(D)",631162
80,"d","Ohio",27,3774,575330,6,784,87345
80,"d","",,,,,,
80,"d","Oklahoma",-,-,-,1,"(D)","(D)"
80,"d","Oregon",42,59063,13308695,6,1738,308586
80,"d","Pennsylvania",42,5069,1113924,5,220,31660
80,"d","South Dakota",16,2683,255571,17,5248,468729
80,"d","Texas",6,"(D)","(D)",1,"(D)","(D)"
80,"d","",,,,,,
80,"d","Utah",6,2035,"(D)",4,"(D)","(D)"
80,"d","Vermont",7,1796,336071,-,-,-
80,"d","Virginia",3,670,56453,3,22,2446
80,"d","Washington",23,7607,1454678,10,612,106252
80,"d","Wisconsin",106,16849,2572197,35,2339,213501
80,"d","Wyoming",7,"(D)","(D)",2,"(D)","(D)"
80,"d","",,,,,,
80,"d","BARLEY FOR GRAIN OR",,,,,,
80,"d"," SEED (BUSHELS)",,,,,,
80,"d","",,,,,,
80,"d","United States",228,1494156,12106324,10,24572,169629
80,"d","",,,,,,
80,"d","Arizona",1,"(D)","(D)",-,-,-
80,"d","California",11,"(D)","(D)",1,"(D)","(D)"
80,"d","Colorado",5,63265,500189,-,-,-
80,"d","Delaware",2,"(D)","(D)",-,-,-
80,"d","Idaho",40,430455,3247482,4,5385,27753
80,"d","",,,,,,
80,"d","Illinois",1,"(D)","(D)",-,-,-
80,"d","Indiana",-,-,-,-,-,-
80,"d","Iowa",20,40631,315068,-,-,-
80,"c",""
80,"c","See footnote(s) at end of table.","--continued"
